name,cuisine,address,distinction,author,blurb,price,add_info
"
	Chavela's
",Cuisine Mexican,"736 Franklin Ave., Brooklyn 11238","[[bib-gourmand], [bib-gourmand], [standing-17]]",MICHELIN guide inspectors,"
			Look for the light blue dome and wrought-iron doors to enter Chavela's and discover an absolute riot of color inside. From the bar's Mexican tiles to the wall of ceramic butterflies, the room is an explosion of artistic sensibilities. Guacamole is just as pleasing as the setting, whether going for a traditional or creative version mixed with flaky smoked trout, pico de gallo, and morita chile salsa. Small, crisp taquitos de cangrego filled with the perfect balance of sweet crabmeat, salsa verde, white cheese, and crema Mexicana are irresistible. Costilla en salsa verde (deliciously tender, mild pork short rib stew) is studded with nopales swimming in a thick, verdant sauce, and served with a delectable mountain of yellow rice and refried black beans.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 736 Franklin Ave., Brooklyn 11238
Phone +17186223100
Website: http://www.chavelasnyc.com


Driving directions

]"
"
	Rye
",Cuisine American,"247 S. 1st St., Brooklyn 11211","[[bib-gourmand], [bib-gourmand], [standing-12]]",MICHELIN guide inspectors,"
			Rye's Classic Old Fashioned-a carefully crafted swirl of liquid amber-is the perfect personification of Chef Cal Elliott's beloved gastropub: strong, satisfying, and comforting. Anchored by a reclaimed mahogany bar, the Brooklyn speakeasy is accented accordingly with creaky plank flooring, a pressed-tin ceiling, and exposed filament bulbs overhead. For even more reasons to imbibe, climb down to the basement offshoot, The Bar Below Rye. Bar snacks such as oysters, cheeses, and duck rillettes with pickled watermelon lead to a succinct lineup of cooking that includes crispy skin seared Scottish salmon dressed with seasonal vegetables and preserved lemon. For dessert, the warm and fudgy molten chocolate cake is another classic Rye gets just right.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Brunch
Notable cocktail list

, 
Useful information

Address 247 S. 1st St., Brooklyn 11211
Phone +17182188047
Website: http://www.ryerestaurant.com


Driving directions

]"
"
	Zizi Limona
",Cuisine Mediterranean,"129 Havemeyer St., Brooklyn 11211","[[bib-gourmand], [bib-gourmand], [standing-12]]",MICHELIN guide inspectors,"
			A trio of skilled partners have come together at this low-key Williamsburg café to offer up some of the finest Mediterranean cooking around. A home-style spin on Israeli and Moroccan cooking reveals amazing hummus; plus treats like a warm grilled cauliflower and artichoke hearts salad dressed with strained yogurt and mouth-coatingly rich raw tahini. The menu possesses whimsy and a wink, as in kosher (not really?) octopus with garlic purée and a white bean salad. The basbousa-crumbles of semolina cake with floss halva, creamy cardamom sauce, and date syrup-provides a decadent finish. Hummus Kitchen, the adjacent take-out shop is stocked with fragrant staples of the Mediterranean kitchen to peruse while waiting for your order of chicken couscous.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 129 Havemeyer St., Brooklyn 11211
Phone +13477631463
Website: http://www.zizilimona.com


Driving directions

]"
"
	M Shanghai
",Cuisine Chinese,"292 Grand St., Brooklyn 11211",[[standing-12]],MICHELIN guide inspectors,"
			Look at the steamer full of luscious soup dumplings on just about every table in this notable Williamsburg Chinese café, and there should be little doubt of the best way to begin a meal here. Plump full of hot pork broth magically encased in scalloped wonton wrappers, they are sheer pleasure. Vegan and vegetarian treats include fried tofu with sweet peppers and black bean sauce; or cool, silken batons of eggplant salad dressed with plenty of garlic, soy, and a hint of sweetness. The scallion pancakes are fantastically large, hot, and shatteringly crisp wedges accompanied by a dipping sauce prepared tableside. The low-key room is accented by whitewashed brick walls, honey-toned bamboo slats, and ceiling lights fashioned out of birdcages.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

Meals outside

, 
Useful information

Address 292 Grand St., Brooklyn 11211
Phone +17183849300
Website: http://www.newmshanghai.com


Driving directions

]"
"
	Bozu
",Cuisine Japanese,"296 Grand St., Brooklyn 11211",[[standing-12]],MICHELIN guide inspectors,"
			An enticing selection of Japanese tapas-with many pleasing vegetarian options-is buttressed by a gracious staff and laid-back vibe at this upbeat, hip, and tasty spot. The slim wood and brick space is dressed in grey and installed with an L-shaped counter, a row of tables, and back patio. Bring friends and order a lot. The sushi bar tempts with the yakko roll filled with silken house-made tofu and green onion; spicy mushroom roll dabbed with tomatillo purée; and gunkanzushi topped with sweet sea scallop and plump salmon roe alongside soy sauce pre-seasoned with wasabi. Cooked dishes bring on the likes of deep-fried gyoza filled with tomato, and fantastically intense nuggets of fried chicken thigh marinated for 48 hours in garlic and soy sauce.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

Meals outside

, 
Useful information

Address 296 Grand St., Brooklyn 11211
Phone +17183847770
Website: http://www.oibozu.com


Driving directions

]"
"
	Gladys
",Cuisine Caribbean,"788 Franklin Ave., Brooklyn 11238","[[bib-gourmand], [bib-gourmand], [standing-12]]",MICHELIN guide inspectors,"
			A popular sandwich shop turned Caribbean joint, Gladys makes it possible to sip a custom cocktail and live the Caribbean dream without leaving Crown Heights. Chef/owner Michael Jacober has transformed this corner location into a festive, turquoise destination, with a kitchen full of cooks roasting, grilling, and pan-frying jerk specialties, including fresh lobster. It's no surprise that the wood-fired, whole porgy makes for a delicious and generous dish, with its smoky notes and accents like refreshing cucumber, pickled onion, and mango. Whale-sized, unshelled, and peppered shrimp arrive head-on with traditional Jamaican garlic, habanero, and a flirtatious dash of allspice. Dishes are remarkably luscious and flavor-packed at budget prices.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 788 Franklin Ave., Brooklyn 11238
Phone +17186220249
Website: http://www.gladysnyc.com


Driving directions

]"
"
	Krupa Grocery
",Cuisine American,"231 Prospect Park West, Brooklyn 11215",[[standing-13]],MICHELIN guide inspectors,"
			Though it only recently opened its doors, Krupa Grocery makes you want to become a regular right out of the gate. Chef Domenick Gianfrancesco's food is so simple, fresh, and perfectly calibrated, it's hard to miss here. Get things started with a selection of country toast, served with delicious spreads like one of smashed pea and fava bean with pecorino, tarragon vinaigrette, and pea leaves; or whipped lardo with crisp radish, caper salad, and parsley. For dinner, try the buttermilk-fried skate, served over a bed of cracked hominy with basil seeds and salsa verde. Designed with a long industrial bar that's perfect for solo eating or lingering couples, the interior is effortlessly cool, but the place to be come summer is undoubtedly the gorgeous backyard.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Meals outside
Breakfast
Brunch

, 
Useful information

Address 231 Prospect Park West, Brooklyn 11215
Phone +17187097098
Website: http://www.krupagrocery.com


Driving directions

]"
"
	Roebling Tea Room
",Cuisine Contemporary,"143 Roebling St., Brooklyn 11211",[[standing-12]],MICHELIN guide inspectors,"
			Cuisine that bristles with creativity keeps the foodie crowd coming to this rough-hewn Williamsburg café. A popular bar anchors the room's layout, which is rustically appointed with absinthe-green ceramic tiles, rusted window frames, and pale beige painted-over brick accented by vintage wallpaper. Lunch starts early and includes eye-opening options like the big pancake. Really, it's huge-baked in a cast iron skillet, laden with thinly sliced apples, and accompanied by warm maple syrup. Steak tartare with fried chickpeas and Kewpie mayonnaise satisfies savory cravings; and creamy grits- and egg yolk-stuffed ravioli, slicked with shrimp-infused ""flamingo butter"" sauce, is a specialty that successfully sums up the kitchen's distinct personality.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 143 Roebling St., Brooklyn 11211
Phone +17189630760
Website: http://www.roeblingtearoom.com


Driving directions

]"
"
	St. Anselm
",Cuisine American,"355 Metropolitan Ave., Brooklyn 11211",[[standing-12]],MICHELIN guide inspectors,"
			Look to this roughhewn yet charming café for a meal of grilled, meaty satisfaction. Loud and proud carnivores, this one's for you. The perpetually rollicking kitchen embraces grilling as its preferred method of cooking to turn out a commendable bill of fare. Razor clams, sardines, artichokes, or haloumi comprise the offering of sizzling ""smalls,"" while ""bigs"" are founded on cuts of hormone-free meats procured from small ranches, and have included a dinner plate-sized lamb blade steak-scorched, enjoyably fatty, and deliciously salted-topped with a coin of mint-gremolata butter. Other options can include a sweet tea-brined chicken; sides like decadent spinach gratin; or a Mason jar of chocolate pot de crème topped with fleur de sel and whipped cream.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 
Useful information

Address 355 Metropolitan Ave., Brooklyn 11211
Phone +17183845054


Driving directions

]"
"
	Delaware and Hudson
",Cuisine American,"135 N. 5th St., Brooklyn 11249","[[star], [star], [standing-13]]",MICHELIN guide inspectors,"
			This small Williamsburg gem arrives courtesy of Chef/owner Patti Jackson, who marries her Northeastern Pennsylvania upbringing (sourcing her ingredients from the wonderful farms that dot the Mid-Atlantic) with her lengthy culinary resume (I Trulli, for starters). The results are, as you'd expect, delightful. In summer months, there's a small outdoor patio with a handful of seats overlooking the sidewalk. Inside the restaurant, you'll find a long, narrow dining space with exposed wood beams; bare wooden tables; and photographs on the walls depicting farm life. The overall effect is one of rustic, folksy ease-with a genuinely warm and knowledgeable service staff adding to the appeal. Diners are offered a rotating, four-course dinner at an excellent value, where a collection of seasonal, farm-fresh small plates kick off the meal, followed by a pasta course, choice of entrée, and, finally, the day's dessert. Each dish is more delicious than the last: a mouthwatering plate of hand-rolled macaroni alla pettine arrives with tender grilled zucchini, salty farmer's cheese, and mint; while a flaky fillet of Long Island fluke is paired with smooth polenta, ripe Sun Gold tomatoes, and a cascade of chopped eggplant.
				","
			From 50 USD
			to 74 USD
","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 135 N. 5th St., Brooklyn 11249
Phone +17182188191
Website: http://www.delawareandhudson.com


Driving directions

]"
"
	Egg
",Cuisine American,"109 N. Third St., Brooklyn 11249","[[bib-gourmand], [bib-gourmand], [standing-12]]",MICHELIN guide inspectors,"
			It was only a matter of time before owner George Weld would have to find larger digs for his home of the city's best biscuits. Egg's ravenous following is now accommodated in a much larger location that's light and bright with seating at a number of counters and ample table space; yet it's still common to be faced with a queue. Breakfast is served all day, every day, and stars those fantastic buttermilk biscuits. The fresh-baked beauties are split open and smothered with pork sausage-studded sawmill gravy, stacked with country ham, house-made fig jam, and Vermont cheddar cheese; or simply accompanied by molasses, honey, or jelly. Lunchtime brings savory fare like Carolina kale wilted in a spicy tomato broth poured over a wedge of crumbly cornbread.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

Breakfast
Brunch

, 
Useful information

Address 109 N. Third St., Brooklyn 11249
Phone +17183025151
Website: http://www.eggrestaurant.com


Driving directions

]"
"
	Ramen Yebisu
",Cuisine Japanese,"126 N. 6th St., Brooklyn 11211",[[standing-12]],MICHELIN guide inspectors,"
			At this popular Williamsburg ramen-ya, Chef and Hokkaido native Akira Hiratsuka ladles signature bowlfuls of Sapporo-style ramen, characterized by its seafood-infused broth and wavy noodles aged for 48-hours. The results are distinct and delicious. Among the host of options to be tried are shoyu (soy-based), shio (salt-based), or the special house ramen brimming with a bounty of shellfish. A recent unique offering featured a fiery broth infused with a blend of 12 spices and fish sauce and filled with bone-in pork rib, cabbage, and red chilies. Slurp your soup at one of two seating options in the moody, dark-walled space: perched atop tall tables or at a counter looking into the kitchen, where a refrigerator unit is stocked with custom-made noodles.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 126 N. 6th St., Brooklyn 11211
Phone +17187821444
Website: http://www.ramenyebisu.com


Driving directions

]"
"
	Zenkichi
",Cuisine Japanese,"77 N. 6th St., Brooklyn 11211",[[standing-12]],MICHELIN guide inspectors,"
			This exceptional Japanese brasserie bears an utterly unique setting. Pay attention, or you'll miss the entry-the wood-armored façade is a sly indication of its existence. Step inside and receive warm greetings all around, followed by an escorted journey to your private dining booth on one of the floors above. Each booth is sequestered by cooling bamboo shades, while dark wood and minimal lighting further elevate the sense of intimacy. When you need assistance, ring the tabletop buzzer. Zenkichi's omakase is a big draw, but items may also be ordered à la carte. These may highlight house-made tofu drizzled with chilled dashi; maguro carpaccio arranged over shredded carrots and dressed with a ginger sauce; or grilled jidori chicken with yuzu kosho.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 
Useful information

Address 77 N. 6th St., Brooklyn 11211
Phone +17183888985
Website: http://www.zenkichi.com


Driving directions

]"
"
	El Almacen
",Cuisine Argentinian,"557 Driggs Ave., Brooklyn 11211",[[standing-12]],MICHELIN guide inspectors,"
			This Argentinian grill is a carnivore's delight with its menu of meaty entrées from the grill (de la parrilla) like the parrillada featuring hearty ribeye and chorizo with truffle fries; or the ""kitchen"" offerings (de la cocina) which might include malbec-braised short ribs with sweet potato purée and Brussels sprouts. These hearty creations are best followed by dulce de leche in one of its several guises. El Almacen, which means general store in Spanish, boasts a dark, rustic, and atmospheric setting replete with creaking wood furnishings, shelves of bric-a-brac, and cast iron skillets mounted on a brick wall. The bar is inviting, amply stocked with wine bottles, and set against a backdrop of creamy white tiles warmed by the candlelit room.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Meals outside
Brunch

, 
Useful information

Address 557 Driggs Ave., Brooklyn 11211
Phone +17182187284
Website: http://www.elalmacennyc.com


Driving directions

]"
"
	Eugene & Co.
",Cuisine American,"397 Tompkins Ave., Brooklyn 11216",[[standing-12]],MICHELIN guide inspectors,"
			Straddling a corner of Brooklyn's increasingly trendy Bed-Stuy, you'll spot homey little Eugene & Co. by its sweet hanging planters and soft light emanating from its large windows. It's the kind of rustic, farm-to-table restaurant you might find tucked away in a small town in California; its exposed brick walls lined with artwork and hand-tufted banquettes. Cheerful waiters, clearly invested in the evening's menu, meander from table to table, discussing the food and dropping dishes like a ripe stone fruit and prosciutto salad with salted honey Cloumage cheese; or a tower of savory fried green tomatoes laced with buttermilk dressing; or moist meatloaf tucked into a soft roll and dressed with fresh cabbage, pickles, and barbecue sauce.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

No credit cards
Brunch

, 
Useful information

Address 397 Tompkins Ave., Brooklyn 11216
Phone +17184432223
Website: http://www.eugeneandcompany.com


Driving directions

]"
"
	Forcella
",Cuisine Pizza,"485 Lorimer St., Brooklyn 11211",[[standing-12]],MICHELIN guide inspectors,"
			This favored pizzeria offers a convivial vibe in a quaint setting that is simply decorated with white stucco walls and brass sconces. The wood-burning domed pizza oven, encrusted with shards of black tile, is the heart of Forcella. It pumps out a listing of signature pies built upon disks of moist chewy dough that is charred in all the right places, like the pignasecca. A sauce-less pizza Bianca, it's strewn with bits of caramelized onions, crumbles of fennel sausage, and gobs of fresh mozzarella and fontina. Also try the montanara, a house specialty crust that's fried before being decked and then baked as a traditional Margherita. If that doesn't do the trick, create your own pie with any combination from their wide selection of toppings.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 485 Lorimer St., Brooklyn 11211
Phone +17183888820
Website: http://www.forcellaeatery.com


Driving directions

]"
"
	Miranda
",Cuisine Fusion,"80 Berry St., Brooklyn 11211",[[standing-13]],MICHELIN guide inspectors,"
			The cuisines of Latin America and Italy join for a splendid union at this Williamsburg trattoria, run by husband-wife team Sasha and Mauricio Miranda. The pretty space is illuminated with jewel-toned votives and boasts a cement floor inlaid with oak, straw seat chairs, and exposed brick. Beyond this, the chef puts her impressive experience to work in the open kitchen. The house-made pappardelle is a perfect example of Miranda's unique approach: the wide delicate strands of pasta clutch on to bits of slow-cooked lamb in a dark, earthy, mole tasting of dried chilies, sweet spices, and bitter chocolate. Other items may include grilled baby octopus with avocado and jalapeño, or roasted pork tenderloin with tomato and cumin-scented Arborio rice.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 80 Berry St., Brooklyn 11211
Phone +17183870711
Website: http://www.mirandarestaurant.com


Driving directions

]"
"
	Okonomi
",Cuisine Japanese,"150 Ainslie St., Brooklyn 11211",[[standing-12]],MICHELIN guide inspectors,"
			A small counter and a handful of tables is the extent of this tiny café headed by Chef Yuji Haraguchi, famous for his ramen pop-ups. Regardless of the time of day, Okonomi's delightfully unconstrained Japanese cuisine is a compelling reason to visit. Locally grown produce and domestic fish are the foundation of the high-quality ichiju sansei, a set lunch of shioyaki (salt-grilled) or miso-marinated broiled fish, rice, miso soup, and shira-ae (wilted greens with a tofu dressing). Come evening, the focus shifts to ramen, with each steaming bowl bearing the distinctive hand of the skilled chef. A surf-and-turf broth stocked with thin, straight noodles and roasted fish is just one example; while broth-less mazeman is dressed for the season.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 
Useful information

Address 150 Ainslie St., Brooklyn 11211
Website: http://www.okonomibk.com


Driving directions

]"
"
	The Saint Austere
",Cuisine Contemporary,"613 Grand St., Brooklyn 11211",[],MICHELIN guide inspectors,"
			Sometimes all one needs is a fine glass of wine and a little snack (or three). For this, The Saint Austere fits the bill nicely. Platings bring on far-flung influences-as in the bánh Mi(lano), pork terrine, thinly shaved mortadella, and house-pickled vegetables sandwiched into a toasted baguette moistened by a chili-flecked dressing. However, the menu's truest muse is a general coupling of Italian and Spanish flavors, such as pork belly croquetas accompanied by a dipping sauce of crushed chicken livers; or slow-cooked polenta topped with sweet onions caramelized in sausage drippings. The spartanly adorned room offers a hospitable bar in addition to three communal tables. And the wine list proffers a gently priced selection of mostly European labels.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

Notable beer list

, 
Useful information

Address 613 Grand St., Brooklyn 11211
Phone +17183880012
Website: http://www.thesaintaustere.com


Driving directions

]"
"
	Allswell
",Cuisine Gastropub,"124 Bedford Ave., Brooklyn 11211",[[standing-12]],MICHELIN guide inspectors,"
			It's all good at this all-day Williamsburg tavern, where the vibe is welcoming and the setting is comfortable. Come as you are for friendly service amidst a patchwork of vintage wallpaper, then settle in to choose from the enjoyable selection listed on the wall-mounted blackboard. In keeping with the cozy atmosphere, brunch is served every day of the week. Offerings include eye-opening chorizo and beans with poached eggs; and smoked whitefish toast-house-baked brioche topped with fresh ricotta and large chunks of infused fish, sided by a perfect boiled egg and parsley salad. Dinner brings yet more comfort fare like orecchiette with lamb ragù and fava beans; grilled chicken with lentils; or divine sweets like a tall wedge of seed-crusted cinnamon cake.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 124 Bedford Ave., Brooklyn 11211
Phone +13477992743
Website: http://www.allswellnyc.com


Driving directions

]"
"
	Brooklyn Star
",Cuisine American,"593 Lorimer St., Brooklyn 11211",[[standing-13]],MICHELIN guide inspectors,"
			Chef Joaquin Baca's handiwork at Brooklyn Star displays a fun and creative streak that yields admirable results. Pork chops are brined with molasses, striped bass is poached in duck fat, and roasted chicken is glazed with sweet tea and plated with dirty rice. Gluttony will convince you to bolster a meal here with bacon-jalapeño cornbread or buttermilk biscuits. But, let restraint chime in with a tasty raw kale salad; starring golden raisins, toasted peanuts, lemon vinaigrette, and a lacy cheddar crisp on top, it's pleasure on a plate. Though the focus is on the eats, the room is comfortably outfitted with brick red terrazzo floors and grey-trimmed walls. Blonde wood tables are set with bottles of hot sauce, pepper vinegar, and wild flowers.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 593 Lorimer St., Brooklyn 11211
Phone +17185999899
Website: http://www.thebrooklynstar.com


Driving directions

]"
"
	Reynard
",Cuisine American,"80 Wythe Ave., Brooklyn 11211",[[standing-13]],MICHELIN guide inspectors,"
			Inside the Wythe hotel, find this fun and très Brooklyn-chic dining room, thanks to restaurateur Andrew Tarlow (of Diner and Marlow & Sons). The setting's former life as a century-old cooperage is proudly honored in myriad details like original masonry and cast iron columns. Parchment-colored walls and mosaic-tile floors enhance the throwback mien. Even in the cool light of day, over a bowl of strained house-made yogurt drizzled with golden honey and topped with granola, Reynard feels sexy. The kitchen-equipped with a wood-burning oven-produces intriguing creations such as warm olives or red kale tossed with smoked Caesar dressing to snack on while awaiting hake chowder. Hearty entrées include oyster stew or rabbit with whole grain mustard.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Brunch

, 
Useful information

Address 80 Wythe Ave., Brooklyn 11211
Phone +17184608004
Website: http://www.reynardsnyc.com


Driving directions

]"
"
	Maria's Bistro Mexicano
",Cuisine Mexican,"886 Fifth Ave., Brooklyn 11232",[[standing-12]],MICHELIN guide inspectors,"
			In a vibrant pocket of Brooklyn, locals flock to this timeworn façade for generous portions of fresh, well-priced, and tasty Mexican cuisine. Complete with a backyard, the décor of this quirky neighborhood staple is distinctly Mexican, from its bright woven textiles and vibrant pink walls, to lava rock molcajetes that top each table. Start your meal with a delicious and filling chorizo taco topped with onion, tomato, and cilantro. Crepas de elote are stuffed with bits of tender onion, juicy corn, and poblano peppers. The chile poblano is a house specialty that satisfies with its one-two punch: the first is plumped with a savory combination of cheeses, while the other is stuffed with a beguiling mixture of chicken, almonds, diced plantain, and crunchy apple.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Meals outside
Brunch

, 
Useful information

Address 886 Fifth Ave., Brooklyn 11232
Phone +17184381608


Driving directions

]"
"
	Mesa Coyoacán
",Cuisine Mexican,"372 Graham Ave., Brooklyn 11052",[[standing-12]],MICHELIN guide inspectors,"
			Mexico City native, Chef Ivan Garcia has settled into this Brooklyn hot spot, where wolfish appetites are sated with richly flavored fare. Fronted by windows that open up to bustling Graham Avenue, the long space is outfitted with patterned wallpaper, snug banquettes, and communal tables. The kitchen's spirited cooking is simply a joy. Partake in tacos featuring hand-crafted tortillas, like the suadero stuffed with beef brisket and avocado salsa; or torta tinga de pollo, packed with shredded chipotle-braised chicken, mashed black beans, pickled jalapeños, and a toasted roll to sop up that delish sauce. Reposado and diced mango enhances the pastel tres leches-and to keep the tequila flowing, hit up nearby Zona Rosa, Chef Garcia's latest venture.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Brunch

, 
Useful information

Address 372 Graham Ave., Brooklyn 11052
Phone +17187828171
Website: http://www.mesacoyoacan.com


Driving directions

]"
"
	Saraghina
",Cuisine Italian,"435 Halsey St., Brooklyn 11233",[[standing-12]],MICHELIN guide inspectors,"
			If you build it, they will come: and sure enough, from the moment Saraghina opened its doors to a just-burgeoning Bed-Stuy, diners have flooded this cool, multi-room, restaurant decorated in garage sale knickknacks, old butcher signs, and marmalade jars. It's downright adorable. But, it's the delicious food that fills the seats. Still best known for their irresistible pizzas, blistered to puffy perfection, the menu offers all kinds of heavenly dishes not to miss, like the fried calamari and shrimp, served with tangy lemon and aïoli; or a wood-fire roasted side of cauliflower mixed with creamy mascarpone, tart labneh cheese, and Marcona almonds. Just around the corner, at 433 Halsey, a sister bakery serves up fresh pastries and a mean espresso all day.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

No credit cards
Meals outside
Brunch

, 
Useful information

Address 435 Halsey St., Brooklyn 11233
Phone +17185740010
Website: http://www.saraghinabrooklyn.com


Driving directions

]"
"
	Luksus at Tørst
",Cuisine Contemporary,"615 Manhattan Ave., Brooklyn 11222","[[star], [star], [standing-13]]",MICHELIN guide inspectors,"
			Enter through Tørst, wander to the back, and find Luksus-it's like unearthing a little boudoir behind a beer bar. The small, highly Instagrammable room has a Scandinavia-via-Brooklyn look, with a choice marble dining counter for chef viewing and a smattering of tables. Sure, the crowd is heavily tattooed and tight-shirted, but this is no place for poseurs. Luksus has an artsy edge that cements Greenpoint's status as the current hotbed of NY cool. Cue the Girls location scouts. The young staff may be hipsters, but everyone is passionate, friendly, and can recite beer history like it's their catechism. Absolutely go for the pairing. The cuisine is firmly rooted in Scandinavian techniques and ingredients, with inspiration from afar and unfussy flashes of tinkered modernism. Simple staples add drama through spears of crusty sourdough with mouthwatering salty cultured butter. This may lead to barely smoked bluefish set over sunchoke salad, finished tableside in warm broth. Humble palate cleansers more than serve a purpose in the tart, tangy sea buckthorn sorbet with carrot sauce. Clever desserts include the sandy-brown malt granita over parsnip purée dotted with little kisses of cranberry meringue.
				","
			From 75 USD
			to 150 USD
","[
Meal prices

over $75

, 

			 Additional information 
			
		

Notable beer list

, 
Useful information

Address 615 Manhattan Ave., Brooklyn 11222
Phone +17183896034
Website: http://www.luksusnyc.com


Driving directions

]"
"
	El Born
",Cuisine Spanish,"651 Manhattan Ave., Brooklyn 11222",[[standing-13]],MICHELIN guide inspectors,"
			Hip and happening Greenpoint is a highly appropriate location for this tapas den named after the equally trendy Barcelona district of El Born. The slender expanse of red brick and concrete is brightened by a neon squiggle suspended from the ceiling, red Shaker-style chairs, and a kitchen-fronting wall clad with encaustic cement tile. A tray of crostini, simmered tomato, and garlic cloves is served gratis, for a do-it-yourself pan con tomate to stimulate the palate for what's to come. Enjoy croquetes oozing goat cheese and served with apple compote; or shaved summer squash with ibérico ham, blueberries, and padrón pepper vinaigrette. Stone-grilled octopus seasoned with olive oil, thyme, and paprika is a pretty plate packed with big flavors.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Meals outside
Brunch

, 
Useful information

Address 651 Manhattan Ave., Brooklyn 11222
Phone +13478449295
Website: http://www.elbornnyc.com


Driving directions

]"
"
	River Styx
",Cuisine Contemporary,"21 Greenpoint Ave., Brooklyn 11222",[[standing-12]],MICHELIN guide inspectors,"
			Walk down Greenpoint Avenue and keep walking until you almost hit the East River to reach this newly launched venture. The setting is an undeniably cool combination of raw edges like rough timber ceiling beams, tables embedded with shards of glazed ceramic tile, and an open kitchen installed with a wood-burning oven. Take a look at the menu and find items like hake with raw almond butter. Sound familiar? This is the handiwork of Chef Dennis Spina, also of Roebling Tea Room. Choose from a tempting lineup and enjoy anchovies sitting by a fire; raviolo stuffed with Taleggio afloat in a bright green nettle broth; or morsels of braised pork dabbed with spicy tomatillo salsa. Vanilla panna cotta with blueberry and black vinegar compote is a lovely finish.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 21 Greenpoint Ave., Brooklyn 11222
Phone +17183838833
Website: http://www.riverstyxny.com


Driving directions

]"
"
	Krolewskie Jadlo
",Cuisine Polish,"694 Manhattan Ave., Brooklyn 11222",[[standing-12]],MICHELIN guide inspectors,"
			Krolewskie Jadlo (""king's feast"" in Polish) sits in a Greenpoint enclave that was once home to a large number of Polish immigrants. Although the size of the community has decreased through the years, the area still thrives with a distinct Eastern European soul. The room is pleasant and routinely packed with crowds basking in the enjoyable authenticity. The Polish plate brings all one could hope for in a hearty old-world platter: cabbage rolls stuffed with ground beef and braised in tart tomato sauce; pan-fried potato pierogis; and a link of smoky kielbasa. Other items are just as tasty, like the pounded pork shoulder steak, grilled and brushed with honey, and served with pickled cabbage and beets.A second outpost is located in Ridgewood, Queens.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 
Useful information

Address 694 Manhattan Ave., Brooklyn 11222
Phone +17183838993
Website: http://www.krolewskiejadlo.com


Driving directions

]"
