name,cuisine,blurb,num_words,high_price,low_price,currency,distinctions,photos,photo_count,add_info,latitude,longitude,comments,num_comments,special_comment,avg_price,avg_USD,standing,bib,stars,assiette,value_menu
Community Tavern, Steakhouse,"Created by restaurateur Quay Tao as a lively respite with a touch of sophisticated comfort, Community Tavern is true to its title. Inside, Portage Park locals take up every inch of space at the modern wooden bar and communal tables. A bistro-inspired menu takes luxurious liberties with tradition, as evidenced in the foie gras-whipped butter served with biscuits or pound cake made even richer with brown butter. Steak frites are no less appealing for their straightforward plating-a classic combination of juicy skirt steak and thin-cut potatoes with garlic aïoli for dipping. To really indulge, pair it with a side of cremini mushrooms, quartered, roasted, and sautéed in umami-spiked steak jus with a sprinkle of fried sweet shallots.",117,49.0,25.0,USD,[[standing-13]],[],0,"[$25 to $50, Private dining rooms, Address 4038 N. Milwaukee Ave., Chicago 60641, Phone +17732836080, Website: http://www.communitytavern.com]",41.95419,-87.74857,,0,,37.0,37.0,13.0,0,0,0,0
mfk., Spanish,"""First we eat, then we do everything else,"" said M.F.K. Fisher, the food writer who serves as both the inspiration and namesake for this young neighborhood darling. Thanks to large windows, whitewashed brick walls, and gleaming silver-and-white tilework, the subterranean space manages to evoke a breezy seaside oasis. And with a seafood-centric menu featuring modern interpretations of Iberian-inspired plates, the food follows suit. The ocean's bounty is showcased in simple but flavorful dishes, like crispy fried prawn heads served with a nutty salbitxada sauce for dipping; and bowls of cataplana stew with fresh clams, crunchy shrimp, and grilled cobia collar. A crumbly slice of Basque cake and an expertly pulled cortado ends the meal on a high note.",118,49.0,25.0,USD,"[[bib-gourmand], [standing-12]]",[],0,"[$25 to $50, Address 432 W. Diversey Pkwy., Chicago 60614, Phone +17738572540, Website: http://www.mfkrestaurant.com]",41.93287,-87.64059,,0,,37.0,37.0,12.0,1,0,0,0
Acanto, Italian,"Overseen by Billy Lawless, this Italian reincarnation set in the former Henri space knows how to make an impression: its prime location across from Millennium Park would be a looker any day, but it goes the extra mile with style and sociability. The dining room is striking with angular light fixtures and orange banquettes; a luminous marble bar and matching tables lend a masculine, sophisticated vibe. The carte's Italian standards are amped up to luxurious levels, like the Treviso and white bean salad with fennel, golden raisins, and crispy pancetta; or house-made duck egg spaghetti drenched in cream sauce and twirled around rapini, spicy pork sausage, and caramelized onions. For dessert, a fresh ricotta tart is highlighted by bittersweet orange marmalade.",121,49.0,25.0,USD,[[standing-18]],[],0,"[$25 to $50, A particularly interesting wine list, Notable cocktail list, Address 18 S. Michigan Ave., Chicago 60602, Phone +13125780763, Website: http://www.acantochicago.com]",41.88145,-87.62444,,0,,37.0,37.0,18.0,0,0,0,0
Ssyal Ginseng House, Korean,"With Ssyal Ginseng House's invigorating samgyetang at their doorstep, it's a wonder anyone in Albany Park ever gets sick. Since 1993, the sunny spot has served this restorative dish, featuring an entire Cornish game hen stuffed with glutinous rice, jujubes, and whole garlic cloves in an earthenware bowl of delicately flavored ginseng broth. Equal care and skill goes into the rest of the Korean specialties on offer, all of which are presented with kind, attentive service. Oden ttuck-bok-gi is piled high in a chewy mix of thin fish cake strips, glutinous rice cakes, and shredded carrots and cabbage tossed in sweet and spicy red pepper paste. For an immunity boost in your own kitchen, take home some of Ssyal's house-dried ginseng or ginger candies.",124,24.0,13.0,USD,[[standing-12]],[],0,"[under $25, Wheelchair accessible, Address 4201 W. Lawrence Ave., Chicago 60630, Phone +17734275296, Website: http://www.ssyal.com]",41.96818,-87.73315,,0,,18.5,18.5,12.0,0,0,0,0
Bascule Wine Bar, Contemporary,"Among the profusion of Italian-American standbys in Little Italy, Bascule emerges as a rustic and welcoming newcomer. Wide wood plank floors and a windowed façade open up the cozy space, flooding the length of the bar with light-and a semi-open kitchen turning out ambitious seasonal dishes emphasizes that this is much more than a wine bar. Quality ingredients and technique are on display in compositions like Indiana-farmed rabbit loin tucked with black pepper and glazed with blueberry and rhubarb demi-glace to balance sweetness and spice. Half portions let guests enjoy tastes of heady dishes like truffle cavatappi with cheddar crackling and roasted crumpled parsley. Stuffed? Order a slice of the olive oil cake for an ethereally light finale.",118,49.0,25.0,USD,[[standing-13]],[],0,"[$25 to $50, Brunch, A particularly interesting wine list, Notable cocktail list, Address 1421 W. Taylor St., Chicago 60607, Phone +13127636912, Website: http://www.basculewinebar.com]",41.86932,-87.6626,,0,,37.0,37.0,13.0,0,0,0,0
Cochon Volant, French,"Though it's attached to the Hyatt, Cochon Volant is quickly entrenching itself as a favorite with Loop locals and sightseers alike for its timeless warmth. Round bistro tables and bentwood chairs are clustered across the mosaic-tiled floor, while a broad, marble-topped bar is bustling with patrons from lunch to happy hour. French brasserie favorites dominate the menu, ranging from rustic French onion soup to lavish raw seafood plateaus. Steak frites are juicy and flavorsome with a tender prime cut of bavette, offered with five sauce options like a classic béarnaise or rich Roquefort. Breakfast is delicious, but for those who don't have time to sit and stay a while, the café and takeaway bakery lets commuters snag a pastry and coffee to go.",123,49.0,25.0,USD,[[standing-13]],[],0,"[$25 to $50, Wheelchair accessible, Meals outside, Breakfast, Brunch, Notable cocktail list, Address 100 W. Monroe St., Chicago 60603, Phone +13127546560, Website: http://www.cochonvolantchicago.com]",41.88067,-87.6311,,0,,37.0,37.0,13.0,0,0,0,0
Labriola, Italian,"Supersizing his popular Oak Brook café, baker Rich Labriola expands his eponymous empire just off Michigan Avenue. The hangar-sized space is three operations in one: a café for pastries and casual bites; a bar; and a full-scale restaurant. Though the décor takes cues from French brasseries, the menus have a decidedly Italian focus. No matter where you're seated, you can sample the quality imported salumi and formaggio selections like Parma ham and Granduca pecorino, accompanied by charred bread and sharp chutney. Neopolitan pizzas, fritto misto, and house-made pastas like bucatini all'Amatriciana don't disappoint, and tiramisù gets a new twist in a mélange of velvety smooth chocolate mousse, espresso-infused mascarpone, and coffee-soaked cake cubes.",113,49.0,25.0,USD,[[standing-13]],[],0,"[$25 to $50, Wheelchair accessible, Meals outside, Breakfast, Address 535 N. Michigan Ave., Chicago 60611, Phone +13129553100, Website: http://www.labriolacafe.com]",41.89176,-87.62308,,0,,37.0,37.0,13.0,0,0,0,0
The Kitchen, American,"Panoramic views and eye-popping spaces are par for the course at most of the lofty spots abutting the Chicago River, but The Kitchen's farm-to-table food manages to steer the focus back to the plate. The restaurant's approachable, community-minded take on straightforward seasonal food-along with its impressive drinks program-makes it easy to please. Even if you're not attending a Monday ""Community Night"" dinner alongside many of the purveyors whose ingredients appear on the plate, you'll find a fresh, flavorful mix of dishes. Crushed white bean bruschetta is topped with a sprightly herb and frisée salad, which is in turn dressed with a blood orange vinaigrette. And wild Bristol Bay salmon is poached with care, its silkiness punctuated by garlic-chive aïoli.",119,49.0,25.0,USD,[[standing-18]],[],0,"[$25 to $50, Accès handicapé, Brunch, Cocktail, Carte des bières intéressante, Voiturier, Salons particuliers, Adresse 316 N. Clark St., Chicago 60654, Téléphone +13128361300, Site web http://www.thekitchen.com]",41.88795,-87.63115,,0,,37.0,37.0,18.0,0,0,0,0
Le Jean Moulin, Modern ,"Find great value at this elegant, welcoming bistro, opened in late 2011 by a chef who trained at some of the top establishments (Bocuse, Viannay, Pic). The cooking is not so different from the man himself: lively, serious, tasteful, colourful and generous. Good enough to whet any appetite!",48,27.0,27.0,EUR,"[[bib-gourmand], [standing-12]]","[https://download.viamichelin.com/media/image2/L/Xd/LL/Ai/3PSiKMacXru1HkfA.jpg, https://download.viamichelin.com/media/image2/L/Go/L7/dr/PFTvGPwkUJVQVhDg.jpg, https://download.viamichelin.com/media/image2/L/dA/Fq/1p/o2RRmKIxNH-76-2w.jpg, https://download.viamichelin.com/media/image2/L/F8/va/jM/hwRGi2YExPqZOUmw.jpg, https://download.viamichelin.com/media/image2/L/ne/UD/XT/5_RhGTwpaHu6yDQw.jpg, https://download.viamichelin.com/media/image2/L/7n/NC/Tl/P8Tgi3Zr8PM8La4A.jpg, https://download.viamichelin.com/media/image2/L/Hv/90/8C/uwToq_waZAQNkqIg.jpg, https://download.viamichelin.com/media/image2/L/Gh/2d/zc/-FT0uZy70BnnBNdg.jpg, https://download.viamichelin.com/media/image2/L/RP/8p/PO/8ORp6_7bpSZOm0-g.jpg, https://download.viamichelin.com/media/image2/L/GO/7k/qN/GBReamxc_y5Aep9A.jpg, https://download.viamichelin.com/media/image2/L/MO/X9/a-/6zTvy8wSZhLpl5iQ.jpg, https://download.viamichelin.com/media/image2/L/vV/s4/Tx/9pTbGIEZJ3jViAhg.jpg, https://download.viamichelin.com/media/image2/L/Ns/FA/4j/gWS-y3bLnLO_f78A.jpg]",13,"[Lunch 23 €, Menu 27 €, Nouvelle cotation Bib Gourmand, New Michelin Guide selection, Air conditioning, Address 22 r. Gentil, 69002 Lyon, Phone +33478373797, Email contact@lejeanmoulin.fr, Website: http://www.lejeanmoulin-lyon.com]",45.76491,4.83796,,0,,27.0,30.19,12.0,1,0,0,0
Le Carillon, Modern ,"Facing the carillon on Goult's main square, this restaurant was completely refurbished in 2013. The menu, which offers good seasonal dishes, changes every month and a half. Cool and shady terrace.",31,68.0,25.0,EUR,"[[assiette], [standing-12]]",[https://download.viamichelin.com/image2/XL/Yo/pB/wv/qJT4OrfET505e9HA.jpg],1,"[Lunch 20 €, Menu 25 € (lunch), 36/47 € - Carte 50/68 €, New Michelin Guide selection, Meals outside, Wheelchair accessible, No dogs allowed, Address av. du Luberon, 84220 Goult, Phone +33490721509, Email bruce.rousselet@sfr.fr, Website: http://www.lecarillon-restaurant.com]",43.86303,5.243239,,0,,46.5,52.0,12.0,0,0,1,0
Le Canut et les Gones, Modern ,"On the plateau of La Croix-Rousse, this remarkable bistro has remained in its original condition and has a dining area covered with all kinds of clocks. Canaille dishes are served, with fresh ingredients taking the limelight, such as the carpaccio of calf's head and andouillette gratin... All washed down with a good bottle of Beaujolais or Burgundy!",57,57.0,19.0,EUR,"[[assiette], [standing-12], [good-value-menu]]","[https://download.viamichelin.com/media/image2/XL/d9/-8/uM/vYT-e_qY8SRMSBPg.jpg, https://download.viamichelin.com/media/image2/XL/sW/rX/Hh/ZGTiezXBRQ5lUiNg.jpg]",2,"[Lunch 17 €, Menu 19 € (weekday lunch), 29/37 € - Carte 37/57 €, Address 29 r. Belfort, 69004 Lyon, Phone +33478291723, Email lecanutgones@wanadoo.fr, Website: http://www.lecanutetlesgones.com]",45.77793,4.8347,,0,,38.0,42.49,12.0,0,0,1,1
Daniel et Denise Croix-Rousse, Lyonnaise,"There is no doubt that this Daniel and Denise (the third in the saga, after Rue de Créqui and the St Jean district in Lyons) is certain to enjoy the same success as its elder Croix Rousse sisters. It must be said that Joseph Viola is unparalleled in the art of fresh, tasty Lyon classics. There is also a delicious vintage decor.",62,34.0,21.0,EUR,"[[bib-gourmand], [standing-12]]",[],0,"[Menu 21/30 € - Carte 27/34 €, Meals outside, Air conditioning, Address 8 r. de Cuire, 69004 Lyon, Phone +33478282744, Email croixrousse@danieletdenise.fr, Website: http://www.daniel-et-denise.fr]",45.77532,4.83081,,0,,27.5,30.76,12.0,1,0,0,0
Le Faitout, French,"What is to be expected from such an eclectic chef? A maximum of culinary delights! Frédéric Révilla, motivated by his passion for the region, uses all the means at his disposal. This includes locally grown vegetables, Catalan veal, locally reared young goat, Pardailhan black turnips, and Saint Chinian wine (the village is down the road), which are put together with care and simplicity. His original dishes are full of flavour!",70,64.0,30.0,EUR,"[[bib-gourmand], [standing-12]]","[https://download.viamichelin.com/media/image2/XL/JMc/c2e/e7h/hvTmG99AGwhi2LLQ.jpg, https://download.viamichelin.com/image2/L/4w/e9/US/VUSkKFIdsoJWNZMA.jpg, https://download.viamichelin.com/image2/L/DC/X5/ta/q-S_Sd7aQHz-Ty_g.jpg]",3,"[Lunch 18 €, Menu 30/64 € Glass-wine - Carte 37/62 €, Meals outside, Address pl. du Pont, 34360 Berlou, Phone +33467241699, Email lefaitout@gmail.com, Website: http://lefaitout.over-blog.com/categorie-984955.html.]",43.40744,2.97246,,0,,47.0,52.56,12.0,1,0,0,0
La Tête de l'Art, Modern ,"Before going through the ramparts of Guérande, stop off in this restaurant in the outbuildings of a 13C manor house. In the kitchens, the chef prepares delicious and bold dishes. These include lobster bouillon and ravioli with Asian flavours or the seared beef tenderloin and beef jus with truffle oil. A well-deserved success story!",54,40.0,25.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/media/image2/L/GN/Ui/p1/dXTK-5VE_z687t0A.jpg, https://download.viamichelin.com/media/image2/L/xl/WZ/j3/bIQhCdH4lFan5Onw.jpg, https://download.viamichelin.com/media/image2/L/e2/BZ/e_/PzSOy0WMl0RNAMBA.jpg, https://download.viamichelin.com/media/image2/L/jE/f1/1h/z0TCis2a5NoFZtNw.jpg, https://download.viamichelin.com/media/image2/L/dk/kV/Zd/FvSqKJwkaECl-SqQ.jpg]",5,"[Carte 25/40 €, New Michelin Guide selection, Meals outside, Wheelchair accessible, Private dining rooms, Enclosed car park, Address 11 r. de Porte-Calon, 44350 Guérande, Phone +33240885340, Email latetedelart@sfr.fr, Website: http://www.restaurantlatetedelart.fr]",47.323025,-2.419504,,0,,32.5,36.35,12.0,0,0,1,0
Auberge Lou Bourdié, Traditional ,"This family-run inn has a dining area that is as rustic as can be. It serves up authentic and hearty cuisine, made with no fuss and no frills. Civet, stuffed chicken, confit de canard... A blast from a tasty past. They don't make restaurants like this anymore!",47,50.0,15.0,EUR,"[[bib-gourmand], [standing-12], [good-value-menu]]",[https://download.viamichelin.com/media/image2/L/Ft/vz/Yz/EsSmaKoexbxl7IyQ.jpg],1,"[Menu 15 € (weekdays), 20/50 € - Carte 20/35 €, booking advisable, Meals outside, No credit cards, Address Le Bourg, 46230 Bach, Phone +33565317746]",44.35051,1.671949,,0,,32.5,36.35,12.0,1,0,0,1
Au Bord de la Source, Modern ,"On the banks of the Lot, this charming house is characteristic of regional architecture. The cuisine caters to modern tastes, oscillating between creativity and tradition. Relaxed atmosphere and a fantastic view of the river.",34,62.0,27.0,EUR,"[[assiette], [standing-12]]",[https://download.viamichelin.com/media/image2/XL/ey/up/dR/TPTemdj1Wt9PaKrA.jpg],1,"[Lunch 19 €, Menu 27/55 € - Carte 31/62 €, Interesting or extensive view, Meals outside, Wheelchair accessible, Private dining rooms, Enclosed car park, Address rte de Bordeaux, 47110 Sainte-Livrade-sur-Lot, Phone +33553013684, Email restaurant@auborddelasource.com, Website: http://www.auborddelasource.com]",44.3914,0.569231,,0,,44.5,49.77,12.0,0,0,1,0
Jour de Marché, Modern ,"This small 'bistronomique' restaurant, located close to the quays, is aptly named. The menu is changed every day depending on produce available at the market and is full of surprises. Try dishes like: hake roasted in its skin, mushroom and hazelnut bouillon, or emulsion of artichoke, snow crab and smoked andouille. A joy!",53,52.0,22.0,EUR,"[[bib-gourmand], [standing-12]]","[https://download.viamichelin.com/media/image2/XL/O8/z1/Rm/LkRueMLHZLXrmk5g.jpg, https://download.viamichelin.com/media/image2/XL/BG/Hf/NJ/sEQv-4VkYMtTdLDQ.jpg, https://download.viamichelin.com/media/image2/XL/Dj/WT/6K/cwSRqkONnVQvovkg.jpg, https://download.viamichelin.com/media/image2/XL/pV/UI/m-/wtROuXiGJXszGZfw.jpg, https://download.viamichelin.com/media/image2/XL/72/lv/nN/CaRc-nTJpctg0BGQ.jpg, https://download.viamichelin.com/media/image2/XL/UQ/RJ/AX/xXTTW8XKIT2aQSLQ.jpg, https://download.viamichelin.com/media/image2/XL/yP/Bh/S6/xVSoSOs8WMCpg1Mw.jpg, https://download.viamichelin.com/media/image2/XL/O0/se/Jb/QYQ5mGxCHvFJXMwQ.jpg, https://download.viamichelin.com/media/image2/XL/ba/-L/Eb/UzSVWmB71N0hdf_w.jpg, https://download.viamichelin.com/media/image2/L/74/WX/9Q/8IShiGCDr-LLsWPg.jpg, https://download.viamichelin.com/image2/L/xg/PZ/cM/wBR_qydoQ-qWQk0g.jpg, https://download.viamichelin.com/image2/L/oM/Ln/b5/pJQWyBo2_d1hFqdw.jpg, https://download.viamichelin.com/media/image2/XL/oL/Sg/x-/2ZS0uzj0SRusntRQ.jpg, https://download.viamichelin.com/media/image2/XL/R1/Hr/9s/jqQ7KWskR1Rd7atA.jpg, https://download.viamichelin.com/media/image2/XL/Gx/4K/qc/L9Tl-XAnvADAY4tg.jpg]",15,"[Lunch 19 €, Menu 22 € (lunch), 32/38 € - Carte approx. 52 €, Private dining rooms, Address 14 r. Molière, 69006 Lyon]",45.76705,4.8422,,0,,37.0,41.38,12.0,1,0,0,0
Le Cèpe, Traditional ,"This inviting restaurant is run by an attentive couple with plenty of motivation. On the menu find tasty simmered casserole dishes, beautiful fresh fish delivered straight from the nearby lakes, and of course, several dishes based on porcini picked in the surrounding mountains. Hearty gourmet fare.",46,74.0,32.0,EUR,"[[bib-gourmand], [standing-17]]","[https://download.viamichelin.com/image2/XL/fg/cZ/vN/OjSEGgB3kzhMh5vg.jpg, https://download.viamichelin.com/image2/XL/hG/F1/FV/t7SleN76eFB8hg_g.jpg, https://download.viamichelin.com/image2/XL/HO/4z/xw/YGSQaZej5s-G2vJg.jpg, https://download.viamichelin.com/image2/XL/Vo/fT/GF/PpRma3NuCfjnoJVg.jpg, https://download.viamichelin.com/image2/XL/b0/Zm/Tk/JTS2KKWK3tj_88yw.jpg]",5,"[Lunch 25 €, Menu 32 € - Carte 43/74 €, Meals outside, Address Immeuble Les Merisiers, 73550 Méribel, Phone +33479224608, Email restaurantlecepe@orange.fr]",45.39894,6.57439,,0,,53.0,59.27,17.0,1,0,0,0
La Pomme de Pin, Italian,"The proprietor, of Sardinian origin, has been here since 1992. On the terrace shaded by pine trees you can taste delicious Italian specialities that he creates without fuss. The house specialities include the antipasti selection, pasta with seafood, lobster linguine, and tiramisu. Simple and authentic!",45,50.0,15.0,EUR,"[[assiette], [standing-12], [good-value-menu]]","[https://download.viamichelin.com/media/image2/L/XM/uo/GI/LMSW-U_ucHtGbrHQ.jpg, https://download.viamichelin.com/media/image2/XL/JM/Og/u9/9sSHeKkqOPkc0_Jw.jpg, https://download.viamichelin.com/media/image2/XL/B5/OO/XW/lGRFmH9UtkeACZxg.jpg, https://download.viamichelin.com/media/image2/XL/9V/Yw/kN/j0TtavrOj8zh7W_g.jpg]",4,"[Menu 15 € (weekday lunch) - Carte 30/50 €, Meals outside, Enclosed car park, Address rte de Tahiti, 83350 Ramatuelle, Phone +33494977370, Email serrajoseph@free.fr]",43.24767,6.66345,,0,,32.5,36.35,12.0,0,0,1,1
L'Ardoise, Traditional ,"The boss's motto is: 'I only do what I do well'. His baron of lamb with herbs, parmentier de boudin basque (black pudding) and rice pudding would suggest he is right! His little bistro is done out with weathered looking furniture and cream coloured walls is quite something.",48,50.0,30.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/media/image2/L/Zp/-W/ie/jORL2IiHC79FSYag.jpg, https://download.viamichelin.com/media/image2/L/uJ/0r/kI/sQQDu0MQ2Q1pJOXA.jpg, https://download.viamichelin.com/media/image2/L/ZZ/_H/-1/QKSyWWnTpIXsKjsQ.jpg]",3,"[Lunch 18 € - Carte 30/50 €, New Michelin Guide selection, Non-smokers, Address 22 bd de la Liberté, 94170 Le Perreux-sur-Marne, Phone +33143241831, Email ardoisebbtt@gmail.com]",48.836983,2.495758,,0,,40.0,44.73,12.0,0,0,1,0
Château Le Cagnard, Provençal,"Simone de Beauvoir, Antoine de Saint-Exupéry and Marcel Pagnol are some of the guests who have basked in the sun at Le Cagnard, a fine 14C building (plus nearby houses in the village). The rooms have an unpretentious elegance (wood panelling, Burgundy stone) and most have sea views.",48,80.0,52.0,EUR,"[[assiette], [standing-18]]","[https://download.viamichelin.com/media/image2/XL/aU/fc/fC/sfTrqoGQ23fhN9nQ.jpg, https://download.viamichelin.com/media/image2/XL/Eb/vo/F4/BGSXyQTxrV7BIlGw.jpg, https://download.viamichelin.com/media/image2/XL/kQ/kF/kq/R8TZ-EuHPWEoYAlA.jpg, https://download.viamichelin.com/media/image2/XL/LP/yj/nG/ZDRaO3DEcCsUI1Hw.jpg, https://download.viamichelin.com/media/image2/XL/Gr/WB/x0/MVS2mkwH-gKna_vw.jpg, https://download.viamichelin.com/media/image2/XL/4g/f7/n9/SVRI68vE79MN_n0Q.jpg, https://download.viamichelin.com/media/image2/XL/LK/Sg/nR/UdQp6jK3jcvO3YpQ.jpg, https://download.viamichelin.com/media/image2/XL/j6/Dg/v0/roR-WbJzgCCXeSeg.jpg, https://download.viamichelin.com/media/image2/XL/q9/jz/ic/qxRL2lkDJu3ZH59A.jpg, https://download.viamichelin.com/media/image2/XL/oy/eI/H5/08SP2LuiR_3YdXww.jpg, https://download.viamichelin.com/media/image2/L/mb/QZ/oT/2mQrCpFl1TKjTW-g.jpg, https://download.viamichelin.com/media/image2/XL/jD/De/jn/DyR9miPyNeeGut2g.jpg, https://download.viamichelin.com/media/image2/L/UZ/kH/KW/4tSqmMnPHhKbW_Pw.jpg, https://download.viamichelin.com/image2/L/0k/dL/7F/I2Skm-aoCQLNp4WA.jpg, https://download.viamichelin.com/image2/L/OF/UD/6W/fIQIWExrsuCepAeQ.jpg, https://download.viamichelin.com/image2/L/4w/dA/J3/EnT_O344VLrjETpQ.jpg, https://download.viamichelin.com/image2/L/sZ/yz/Ug/0KTAaJmirrw4gTew.jpg]",17,"[Menu 52/70 € - Carte 60/80 €, booking advisable, Interesting or extensive view, Enclosed car park, Address 54 r. Sous-Barri, 06800 Cagnes-sur-Mer, Phone +33493207322, Email contact@lecagnard.com, Website: http://www.lecagnard.com]",43.66635,7.14525,,0,,66.0,73.81,18.0,0,0,1,0
Bistro du'O, Modern ,"'Bistro du'O' is a play on words, as this restaurant is located 'du haut' in the upper town, and is run by a young 'duo'. It is set in the old stables of the Château de Vaison with its fine 12C arches. She works the restaurant floor and he is the chef. The cooking is in harmony with the seasons and uses ingredients sourced from local farmers. Delicious.",68,53.0,32.0,EUR,"[[bib-gourmand], [standing-12]]","[https://download.viamichelin.com/media/image2/L/h7/5I/ul/SmQheXhBX0aMgQyg.jpg, https://download.viamichelin.com/media/image2/L/Lh/Q9/ED/MyRkGnzfOCXyqVvw.jpg, https://download.viamichelin.com/media/image2/L/Cu/NW/z7/mAT9KOb8lovqF0ww.jpg, https://download.viamichelin.com/media/image2/L/sj/DX/Ss/UFTrevfSNX54_n2g.jpg, https://download.viamichelin.com/media/image2/L/BV/-d/mP/GWSkmp3kRvX0tk6w.jpg, https://download.viamichelin.com/media/image2/L/tt/Ii/0Y/mCRHGSYdk6_XuvAA.jpg, https://download.viamichelin.com/media/image2/M/Cu/zT/97/wdQv6u23551RaaIA.jpg, https://download.viamichelin.com/media/image2/L/nc/AN/N2/NmRWOBc61HdNEPAw.jpg, https://download.viamichelin.com/media/image2/XL/WJ/RO/LK/lPQAO-6nibWNPzLw.jpg, https://download.viamichelin.com/media/image2/L/2u/6D/nS/LDQ5avk5VBGTi5IA.jpg]",10,"[Lunch 24 €, Menu 32/45 € - Carte 45/53 €, Air conditioning, Address 1 r. du Château, 84110 Vaison-la-Romaine, Phone +33490417290, Email bistroduo@yahoo.fr, Website: http://www.bistroduo.fr/]",44.258106,5.108988,,0,,42.5,47.53,12.0,1,0,0,0
La Cabro d'Or, Provençale,"Un site superbe, avec une terrasse à l'ombre de mûriers-platanes et une jolie vue sur ces éperons rocheux qui ont fait la célébrité de la cité et de ses environs... Quel meilleur cadre pour apprécier une cuisine toute dédiée aux saveurs de la Provence ?",45,130.0,58.0,EUR,"[[assiette], [standing-19]]","[https://download.viamichelin.com/media/image2/XL/kJ/To/7A/fnQJ6cKC8Lxzc0mQ.jpg, https://download.viamichelin.com/media/image2/XL/oI/yp/ng/ohTUq-fkx_0d92kw.jpg, https://download.viamichelin.com/media/image2/XL/Mv/eZ/c1/A3QI6XLhPN31SVmw.jpg, https://download.viamichelin.com/media/image2/XL/nk/mC/r7/I8RxO4JIn25NgEmw.jpg, https://download.viamichelin.com/media/image2/XL/yX/B-/Bb/ZKTIycuTT9YAr7wA.jpg, https://download.viamichelin.com/media/image/XL/V5c/sbm/m_RseQ3erurRILAw.jpg, https://download.viamichelin.com/media/image2/XL/Yx/Pk/EG/clRDGCtWaxSFW4jA.jpg, https://download.viamichelin.com/media/image2/XL/C0/Zg/9N/LIRXixopf-DaaDow.jpg, https://download.viamichelin.com/media/image2/XL/yb/Q2/S8/lZSKOE5p5HdBl_YA.jpg, https://download.viamichelin.com/media/image2/XL/pS/hc/x8/_VTrCq-fBYWLSPGg.jpg, https://download.viamichelin.com/media/image2/XL/Sk/AI/Z_/mpQF6QRho97w348A.jpg, https://download.viamichelin.com/media/image2/XL/q5/Jf/Ft/ZUSY6_-wmN4KalvA.jpg, https://download.viamichelin.com/media/image2/XL/ih/1M/Gn/aMQ0afZjsVgDRNmw.jpg, https://download.viamichelin.com/media/image2/XL/Gp/j0/5w/i2RuiawrYX02CeLg.jpg, https://download.viamichelin.com/media/image2/XL/b3/gO/bN/r3Sk2ElQq1Y2LXJQ.jpg]",15,"[Menu 58 € Vin au verre , 83/130 € - Carte 112/118 €, Vue intéressante ou étendue, Parc ou jardin, Repas Jardin-Terrasse, Parking clos, Adresse rte d'Arles, 13520 Les Baux-de-Provence]",43.73907,4.78913,,0,,94.0,105.13,19.0,0,0,1,0
Auberge des Étiers, Traditional ,"Located in the heart of the salt marshes, this country inn has been taken over by two associates with diametrically opposed career paths - a cook and a former librarian! The food gives pride of place to produce from the terroir (Challans duckling, Vendée ham, eel) and particular care is taken in the presentation of the dishes.",57,35.0,27.0,EUR,"[[bib-gourmand], [standing-12]]","[https://download.viamichelin.com/media/image2/XL/e7/5L/IZ/cdSraRSQHEcy3zFg.jpg, https://download.viamichelin.com/image2/XL/TO/lr/g-/rzQt6aSusudQ9Yjw.jpg, https://download.viamichelin.com/image2/XL/nZ/J2/3H/ElRv-RA3Cf1jOpWA.jpg]",3,"[Lunch 15 €, Menu 27/33 € - Carte approx. 35 €, booking advisable, With rooms, Park or Garden, Wheelchair accessible, No dogs allowed, Enclosed car park, Address L'Ampan, 85230 Beauvoir-sur-Mer, Phone +33251687541, Email resa@aubergedesetiers.com]",46.88918,-2.0723,,0,,31.0,34.67,12.0,1,0,0,0
Panier des 4 Saisons, Traditional ,"The four seasons are honoured in the gastronomy of this welcoming restaurant in a town centre passageway. Try dishes such as: crème brûlée with Beaufort, salmon steak with chilli or gateau of pike with marjoram. Traditional and well crafted.",39,62.0,32.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/images/michelin_guide/xlarge/1945_1.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/1945_2.jpg, https://download.viamichelin.com/images/michelin_guide/xlarge/1945_3.jpg, https://download.viamichelin.com/media/image2/XL/mj/of/Nr/k3RO-2y3g_UuDYSA.jpg, https://download.viamichelin.com/media/image/XL/Epd/6cO/X3RIuUXKyRgwFyaw.jpg, https://download.viamichelin.com/media/image/XL/FeX/DYh/1YTWKqqD6v4CAwtA.jpg, https://download.viamichelin.com/image2/XL/Ex/J-/2O/zYR3auFQ7vgJzLXA.jpg, https://download.viamichelin.com/media/image2/XL/mX/u0/q6/zrQEicvF6NOsrmpw.jpg, https://download.viamichelin.com/image2/XL/UH/nz/b6/HhQBK6QlQxFjxwBw.jpg, https://download.viamichelin.com/media/image2/XL/om/0Z/t-/N6QHOO1VCo7HGOcA.jpg]",10,"[Menu 32 € - Carte 41/62 €, Non-smokers, Address 262 r. Dr-Paccard, 74400 Chamonix-Mont-Blanc, Phone +33450539877, Email p4s@orange.fr, Website: http://www.restaurant-panierdes4saisons.com]",45.92176,6.86743,,0,,47.0,52.56,12.0,0,0,1,0
