name,address,cuisine,blurb,add_info,location,word_count,avg_price,lat,lon,bib,stars,standing
Hot Kitchen,"104 2nd Ave., New York, NY 10003", Chinese,"True to its name, Hot Kitchen adds a dash of fiery Sichuan cooking to a neighborhood already rife with international delights. Whitewashed brick walls, chili-red beams, an orange accent wall, and ebony furnishings detail the tidy space. Steer clear of the Chinese-American portion of the menu; instead, partake in the memorable house specialties featuring dried chilies, Sichuan peppercorns, and pickled peppers that singe with abandon. However, a handful of straightforward items do bring relief from the spicy onslaught, as in minced pork with pickled cabbage in a light, sour broth; chunks of dark and salty-sweet braised beef and potatoes; and myriad hotpots (a recent menu addition). A second location can now be found in Midtown East on 53rd Street.	","[
Meal prices

$25 to $50

, 
Useful information

Address 104 Second Ave., New York 10003
Phone +12122283090
Website: http://www.hotkitchenny.com


Driving directions

]","104, 2nd Avenue, East Village, Manhattan, New York County, NYC, New York, 10003, United States of America",119,37.0,40.727471,-73.988366,0,0,12
Malai Marke,318 E. 6th St. 10003, Indian,"The name of this Curry Row resto translates to ""extra cream"" in Hindi tea stall slang, and rich and flavorful is indeed the order of the day. The clean, narrow space is bright and contemporary, with black tile walls and copper pots hanging from exposed brick. From the kitchen, tangra-style Calcutta-Chinese specialties are a new offering, however it is best to focus your attention on the preparations originating from the Southwest coast. Seafood and coconut factor heavily in Latta Shetty's shrimp ajadina, a dry-gravy stir-fry rich with red chillies and myriad spices. Chicken chutneywala is simmered in a bright yellow cream sauce seasoned with tart-sweet green mango chutney; and pumpkin sabji is another fantastic offering that also happens to be vegetarian. Win win!.	","[
Meal prices

$25 to $50

, 
Useful information

Address 318 E. 6th St., New York 10003
Phone +12127777729
Website: http://www.malaimarke.com


Driving directions

]","318, East 6th Street, Alphabet City, Manhattan, New York County, NYC, New York, 10003, United States of America",123,37.0,40.72684845,-73.98765275,0,0,13
Sigiri,"91 1st Ave., New York, NY 10009", Sri Lankan,"Just off of Curry Row, Sigiri offers a sweetly spiced taste of Sri Lanka in an area known for its Indian dining. This second-floor room may be plain, but is very tidy with tables dressed in colorful linens that pop against the brownish walls. Stir-fried and slow-cooked specialties are sought after here, as in the black pork curry featuring an ink-dark sauce of roasted spices, chilies, black pepper, ginger, and cloves. The string hopper kotthu is deliciously traditional, served as a fluffy heap of rice noodles sautéed with bits of white meat chicken and an array of fresh vegetables with a small dish of vibrant coconut curry. Alcohol is not served, but a number of soft drinks are offered and guests are welcome to bring their own wine or beer.	","[
Meal prices

under $25

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 91 First Ave., New York 10009
Phone +12126149333
Website: http://www.sigirinyc.com


Driving directions

]","Dual Specialty Store, 91, 1st Avenue, East Village, Manhattan, New York County, NYC, New York, 10003, United States of America",130,18.5,40.7262001,-73.9865411,0,0,12
Hakata Tonton,"61 Grove St., New York, NY 10014", Japanese,"The food at this delicious West Village hot spot is specific to the Hakata region of Japan, an area that specializes in all kinds of pork parts like ears, feet, and tongue-and to secure a spot in the popular dining room, you should really call in a reservation or be prepared to wait. If the unusual menu and bland interior have you second-guessing yourself, have faith as the food will put those fears to rest soon enough. Kick things off with their spicy namesake hot pot, bubbling with plump ramen noodles, tender dumplings, bright vegetables, rich Berkshire pork belly and pigs feet. Then move on to mouthwatering grilled pig ears and foot served with thinly sliced scallions and ginger; or (for the bravest souls) their signature motsu (intestine) hot pot.	","[
Meal prices

$25 to $50

, 
Useful information

Address 61 Grove St., New York 10014
Phone +12122423699


Driving directions

]","61, Grove Street, Greenwich Village, Manhattan, New York County, NYC, New York, 10014, United States of America",130,37.0,40.7332248,-74.0032799,0,0,12
The Eddy,342 E. 6th St. 10003, Contemporary,"If this innovative arrival is any indication, Curry Row could become the city's newest restaurant strip. Headlined by Chef Brendan McHale, formerly of Jack's Oyster Bar, the wee bistro is defined by a serious bar and well-managed dining area. The Eddy's menu defies easy categorization and offers cleverly constructed cooking. Fried beef tendons are a puffed and crunchy snack dabbed with charred onion cream and sweet trout roe. Delicate ricotta gnocchi with toasted hazelnuts showcases spring's sweet peas and pickled ramps, while golden spotted tile fish is seared and plated with squid ink Hollandaise, saffron broth, rice beans, and braised artichokes. Cardamom panna cotta with rhubarb granita and olive oil relays the menu's spirit to the finish line.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Notable cocktail list

, 
Useful information

Address 342 E. 6th St., New York 10003
Phone +16468959884
Website: http://www.theeddynyc.com


Driving directions

]","342, East 6th Street, Alphabet City, Manhattan, New York County, NYC, New York, 10003, United States of America",118,37.0,40.7264819,-73.9866678003,0,0,13
Root & Bone,200 E. 3rd St. 10009, American,"Down-home cooking, fried chicken, and a cocktail are just the thing at this cramped but cozy café. The packed room is difficult to take in during the dinner rush, but pretty touches include whitewashed brick walls, a pressed-tin ceiling, and glass-paned cabinets stocked with crockery. You might even adopt a drawl while reading through Root & Bone's pleasing menu. Grandma Daisy's warm angel biscuits are incredibly light and fluffy-especially alongside that salty-sweet, dark chicken-maple jus for dipping. The signature sweet tea-brined fried chicken is prepared in a designated corner of the room, filling the space with tempting aromas. Shrimp and grits with Virginia country ham has a Yankee touch thanks to the addition of Brooklyn lager to the sauce.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 200 E. 3rd St., New York 10009
Phone +16466827080
Website: http://www.rootnbone.com


Driving directions

]","Root & Bone, 200, East 3rd Street, Alphabet City, Manhattan, New York County, NYC, New York, 10009, United States of America",119,37.0,40.7229149,-73.983235,0,0,12
Porsena,21 E. 7th St. 10003, Italian,"Sophisticates of all ages flock to this neighborhood favorite to be enveloped by a warm, welcoming, and upbeat vibe. Euro-chic Porsena also boasts adept servers who can be seen strutting about with appetizing platters of aromatic food. As always, Chef Sara Jenkins proves herself to be a talent and a pro through presentations that are unfussy yet remain uniquely flavorful and always special. The menu rotates with the seasons, but standbys cannot be missed, like wild escarole salad with crisp leaves wilting in hot anchovy dressing; or huge rounds of anelloni tossed with spicy lamb sausage, peppery mustard greens, and breadcrumbs. If offered, get the lasagna expertly layering pasta sheets with a creamy béchamel and hearty veal-prosciutto ragù.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch
A particularly interesting wine list

, 
Useful information

Address 21 E. 7th St., New York 10003
Phone +12122284923
Website: http://www.porsena.com


Driving directions

]","21, East 7th Street, Alphabet City, Manhattan, New York County, NYC, New York, 10003, United States of America",118,37.0,40.72870885,-73.9894167188,1,0,13
Kiin Thai,36 E. 8th St. 10003, Thai,"This sleek new Thai spot arrives on the heels of its popular sister restaurant, Somtum Der. Kiin Thai cuts an impressive figure design-wise, with its lofty ceilings, whitewashed walls and light-filled interior. Meanwhile, its equally impressive kitchen pushes out precise renditions of central and northern Thai dishes. Don't miss the khao soi, a gorgeous orange-hued curry featuring chewy noodles, tender braised chicken, hard-boiled egg, and the requisite condiments ready to amp the dish up to an incendiary level. Fish hor mok, a custardy curry tucked with striped sea bass, coconut milk, and duck eggs, topped with herbs and Kaffir lime is silky, while the excellent hor nueng gai with chicken, Thai eggplant, rice, and herbs is tenderly steamed in banana leaf.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible

, 
Useful information

Address 36 E. 8th St., New York 10003
Phone +12125292363
Website: http://www.kiinthaieatery.com


Driving directions

]",0,121,37.0,40.7313763,-73.9968497,1,0,13
L'Artusi,228 W. 10th St. 10014, Italian,"This polished, airy West Village charmer is a magnet for beautiful people-or maybe it's just that everyone looks gorgeous in L'Artusi's romantically lit room, divvied up into three dining options and a quiet mezzanine, alongside its more traditional dining area. A semi-open kitchen, polished and gleaming with stainless steel, pushes out wickedly good Italian dishes like tender potato gnocchi in a rabbit cacciatore, laced with garlic, sweet tomato, rosemary and sage; or perfectly charred octopus paired with creamy potatoes spiked with chilies, olives and savory pancetta. Polish that off with a drink from their generous list of aperitivi or fantastic selection of wines by the glass, and you'll be feeling quite beautiful yourself by dinner's end.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch
A particularly interesting wine list
Private dining rooms

, 
Useful information

Address 228 W. 10th St., New York 10014
Phone +12122555757
Website: http://www.lartusi.com


Driving directions

]","228, West 10th Street, Greenwich Village, Manhattan, New York County, NYC, New York, 10014, United States of America",116,37.0,40.73371515,-74.0051219311,0,0,13
Joseph Leonard,"170 Waverly Pl., New York, NY 10014", Contemporary,"No bigger than your average studio apartment, Joseph Leonard has a big personality and is insanely popular for good reason. From the antique mirrors to the nightly crowds, this contemporary American has nailed the heart and soul of Greenwich Village to become a regular spot for sipping well-sourced wines with friends and chomping down on wonderfully crisp rock shrimp fritters. The recognizable dishes are expertly prepared, fueled by top-notch ingredients and a kitchen that knows how to handle a pan-roasted chicken-arriving crisp-skinned and deliciously tender. Even humble Brussels sprouts get special treatment with a kick of sriracha. Finish it all off with monkey bread made with eggy-buttery brioche and a brilliantly subtle hint of maple.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 170 Waverly Pl., New York 10014
Phone +16464298383
Website: http://www.josephleonard.com


Driving directions

]","170, Waverly Place, Greenwich Village, Manhattan, New York County, NYC, New York, 10014, United States of America",115,37.0,40.7335936,-74.0016501,0,0,12
Margaux,5 W. 8th St. 10011, Mediterranean,"Calling all pretty young things: the fashionable Marlton Hotel is now home to one of the best bar-cum-restaurants around Washington Sq. Park. Walk through its posh lobby, past the sleek espresso station and massive wooden bar (complete with brass footrests-it's that kind of place), to enter Margaux, a 20th century-inspired Parisian bistro. The elegant, well-curated décor includes molded ceilings and floral tiles imported from Argentina, but you'll want to make a beeline for the dreamy, skylight-covered garden room. Settle in and order an innovative cocktail like the Artichoke Tea, a blend of Cynar, tea syrup, lemon, and cava, as well as a plate of juicy rotisserie chicken with smashed sweet potatoes, tangy urfa biber pepper, and powerful green harissa.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Meals outside
Brunch

, 
Useful information

Address 5 W. 8th St., New York 10011
Phone +12123210111
Website: http://www.margauxnyc.com


Driving directions

]","5, West 8th Street, Washington Square Village, Manhattan, New York County, NYC, New York, 10011, United States of America",119,37.0,40.7326377,-73.9968126467,0,0,18
RedFarm,"529 Hudson St., New York, NY 10014", Asian,"The hot spot for upscale (and of the moment) Chinese food, RedFarm packs in the flavor, the noise, as well as the people. On any given night, the line will snake out the door, and a wait is inevitable to score a seat at their communal table in this industrial space. It's worth any hassle, though, when you sit down to experience the farm-to-table, Asian-fusion concept from big names in the business like Joe Ng & Ed Schoenfeld. The freewheeling kitchen relishes experimenting with local ingredients. Try the bright green pea-leaf and shrimp dumplings, which stand out beautifully in their near-translucent casing; or wok-fried Dungeness crab and crawfish in a thick and spicy basil-ginger sauce. For some Peking duck fun, head downstairs to Decoy.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch
Dim sum

, 
Useful information

Address 529 Hudson St., New York 10014
Phone +12127929700
Website: http://www.redfarmnyc.com


Driving directions

]","529, Hudson Street, Greenwich Village, Manhattan, New York County, NYC, New York, 10014, United States of America",124,37.0,40.73419975,-74.0065265672,0,0,12
Huertas,"107 1st Ave., New York, NY 10003", Spanish,"A festive spirit fronts this Basque country-inspired den, where pintxos are passed around in the bar. This is the kind of place that honors authentic sips like kalimotxo (red wine and cola), vermut (Catalan for vermouth), and sherry, so don't expect to see pitchers of sangria being bandied about. The proper dining room in the back is where the highly recommended tasting menu is served. This reasonably priced prix-fixe stimulates with small bites like sardine conserva served on buttered crostini with shaved radish; and may be followed by softly scrambled eggs drizzled with ruby shrimp jus, or seared lamb loin with greenmarket produce and crushed black olives. A chocolate custard topped with whipped cream and crushed Marcona almonds is heaven on a plate.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 107 First Ave., New York 10003
Phone +12122284490
Website: http://www.huertasnyc.com


Driving directions

]","107, 1st Avenue, East Village, Manhattan, New York County, NYC, New York, 10003, United States of America",123,62.0,40.7268472,-73.986227862,0,0,13
Somtum Der,"85 Ave A., New York, NY 10009", Thai,"Based in Bangkok, this concrete jungle outpost is doing a terrific job of presenting Thai cuisine that perfectly reflects the modern spirit of the Northeast Isaan region. Upon entering Somtum Der, a cozy enclave stylishly accented with bright pops of red, diners are greeted by a glimpse of the kitchen and its somtum station. There, contents from the large glass jars of nuts, dried red chilies, and spices are ground in a mortar and pestle to produce its eponymous dish-also referred to as the city's best green papaya salad(s). Order big here, as the portions aren't massive and the food is plain terrific. The kitchen is happy to kick things up a notch spice-wise, so be aggressive and request the hotter end of the spectrum for greater authenticity. The service staff here is both friendly and hospitable, so heed their advice and include in every meal an addictive skewer of Der's-style grilled sticky rice to go along with the likes of lip-smacking larb tod. Other highlights have included succulent deep-fried chicken thighs sprinkled with toasted garlic chips and accompanied by a pungent citrus-and-spice dipping sauce. Smoky-sweet moo ping kati sod-marinated, grilled, and coconut-glazed pork set over cool rice vermicelli-is gloriously succulent and particularly addictive.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible

, 
Useful information

Address 85 Ave A., New York 10009
Phone +12122608570
Website: http://www.somtumder.com


Driving directions

]","85, Avenue A, Alphabet City, Manhattan, New York County, NYC, New York, 10009, United States of America",204,37.0,40.7253267,-73.984446655,0,1,12
The Bao,"13 E 8th St., 10003", Chinese,"Trade the hustle and bustle of Chinatown for the equally boisterous St. Marks Place as a destination for excellent soup dumplings. This being the East Village, the dining room is chic but low-key with a pale earthy color scheme framing a communal table and metal chairs. As for the menu, the restaurant's name says it all: the bao is absolute perfection. Presented in a bamboo steamer with soy and vinegar dipping sauce, each parcel is artfully dimpled, delightfully toothsome, and plumped with tasty broth and seasoned meat. Save room for sampling some of their other delicious specialties, including julienned celery stalks stir-fried with dried tofu; diced chives tossed with ground pork and fermented black beans; or XO sauce-fried rice.	","[
Meal prices

$25 to $50

, 
Useful information

Address 13 St. Marks Pl., New York 10003
Phone +12123889239


Driving directions

]","Hotel MADFSADF Dia 1, 13, East 8th Street, Washington Square Village, Manhattan, New York County, NYC, New York, 10003, United States of America",119,37.0,40.7319311,-73.995324,0,0,12
Ramen Misoya,"129 2nd Ave., New York, NY 10003", Japanese,"With 30 locations worldwide, Ramen Misoya brings its trademark ambrosial bowlfuls to New York City. The earthy dining area dons a bamboo-lined ceiling as well as a TV monitor that is internally looped to broadcast the kitchen's every move. The ramen offering here differentiates itself by centering on a trio of miso-enriched broths: shiro is a white miso fermented with rice koji (starter); kome-miso is richer tasting; and mame-miso is a strictly soybean product. The mouth-coating soup is delicious alchemy. Each slurp is a multifaceted distillation of pork and chicken bones with savory-salty-sweet notes, stocked with excellent noodles, vegetables, and the likes of panko-crusted shrimp tempura, fried ginger chicken, or slices of house-made cha-su.	","[
Meal prices

under $25

, 
Useful information

Address 129 Second Ave., New York 10003
Phone +12126774825
Website: http://www.misoyanyc.com


Driving directions

]","Taqueria Diana, 129, 2nd Avenue, East Village, Manhattan, New York County, NYC, New York, 10003, United States of America",114,18.5,40.7284868,-73.9879717,0,0,12
Sushi Dojo,"110 1st Ave., New York, NY 10009", Japanese,"Chef David Bouhadana follows up his stint at Sushi Uo and some time in Japan to head up this winning sushi-ya. A 14-seat counter and handful of tables outfit this pleasant room, where the congenial chef sends forth an impressive array of morsels. The chef's choice menu is highly recommended and offers good value for the masterful skill and high quality of fish. This is immediately clear in the nigiri presentation that has included Tasmanian trout, cherry salmon from Japan, and a trio of maguro (lean, medium, and fatty). Beyond the sushi menu, sample dishes like house-made cold tofu served with yuzu salt; and kaki-age, a light and crisp tempura-fried combination of delicate mizuna, seaweed, squid, and shrimp with green-tea salt.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Notable sake list

, 
Useful information

Address 110 First Ave., New York 10009
Phone +16466929398
Website: http://www.sushidojonyc.com


Driving directions

]","110, 1st Avenue, East Village, Manhattan, New York County, NYC, New York, 10009, United States of America",121,37.0,40.7266377,-73.9856692321,0,0,12
Empellón Taqueria,230 W. 4th St. 10014, Mexican,"Owning a primo Village corner, Alex Stupak has turned this casual taqueria into a totally happening spot-on Saturdays, the small place bursts with night owls from all over the city. Along with upbeat tunes and ever-flowing Mezcal, this restaurant has as much spirit as it does spice. Of course, the flavor is abundant in dishes that can be terrifically delicious (if equally messy to eat). The sopes are a must, perhaps filled with enticingly salty and tasty refried black beans and a poached quail egg. Outrageously good queso melts Chihuahua cheese with any of the four toppings, especially the green chorizo, for pure gooey pleasure. Don't miss house salsas like smoked cashew or tomatillo-chipotle, even if it means paying extra as they're worth every penny!	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 230 W. 4th St., New York 10014
Phone +12123670999
Website: http://www.empellon.com


Driving directions

]","230, West 4th Street, Greenwich Village, Manhattan, New York County, NYC, New York, 10014, United States of America",125,37.0,40.7341405,-74.0030337,0,0,13
Kyo Ya,94 E. 7th St. 10009, Japanese,"In the basement level of a classic walk-up smack in the midst of a hip-artsy downtown neighborhood, Kyo Ya looks and feels like a secret hideaway cloaked in undulating wood and dark slate. The height of professionalism and hospitality, the staff is not merely attentive but appreciative of your presence at their table-or perhaps at one of the prized chef's counter stools for kaiseki dining, where mesmerizing craft is exhibited. This is a place where traditional cuisine is prepared with modern flair, and Japanese is the moneyed clientele's mother tongue. Refinement pervades every element of every dish, like the delicate, slightly tart pickled cabbage potage with chewy tri-colored taro root-potato dango and pale green strips of simmered vegetables finished with a dab of miso. The sashimi of the day may feature a fresh oyster with sautéed onion and yuzu kosho oroshi swimming in ponzu; simmered firefly squid and celery topped with salty karashi-miso and pickled plum; or tender raw octopus. Clay pots reveal fragrant dashi cooked with woodear mushooms, carrots, turnips, and bobbing with a tiny melting ball of excellent mozzarella as well as the quenelle-like shrimp dumpling, ebishinjo.	","[
Meal prices

$50 to $75

, 

			 Additional information 
			
		

Notable sake list

, 
Useful information

Address 94 E. 7th St., New York 10009
Phone +12129824140


Driving directions

]","94, East 7th Street, Alphabet City, Manhattan, New York County, NYC, New York, 10009, United States of America",189,62.0,40.7266255,-73.9853797108,0,1,13
Perry Street,"176 Perry St., New York, NY 10014", Contemporary,"All New York gastronauts will be familiar with the Vongerichten name but it's actually Jean-Georges' son Cédric who heads up the kitchen here. The restaurant is on the first floor of the Richard Meier Towers and, if you stretch, you can just about see the Hudson outside. The room is bright, open, and contemporary although the anodyne muzak suggests a lack of faith in their customers' ability to create their own atmosphere or an acknowledgment of the room's lack of warmth. The influences on the food are largely French and American with the occasional Asian note. The combinations on the plate are nothing too challenging; dishes are colourful; and the flavors pronounced. The great value lunch menu should make it far busier during the day than it is.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Brunch

, 
Useful information

Address 176 Perry St., New York 10014
Phone +12123521900
Website: http://www.perrystrestaurant.com


Driving directions

]","176, Perry Street, Greenwich Village, Manhattan, New York County, NYC, New York, 10014, United States of America",128,37.0,40.73460225,-74.0092755833,0,0,13
Tuome,536 E. 5th St. 10009, Fusion,"Chef Thomas Chen's intimate venue flaunts petite East Village bones, a warm glow cast over the hip crowd, and a too-loud playlist that may cause indigestion for anyone older than a Millenial. Asian accents filtered through the mind of this chef (who spent time behind the line at Eleven Madison Park) reveal a playful lineup. Treviso spears are brushed with creamy Caesar dressing and plated with warm, buttery croutons, clementine segments, and toasted sunflower seeds. Black bass is expertly seared and sauced with New England-style clam chowder pocked with Chinese sausage and perfectly complemented by a side of banana leaf-wrapped sticky rice enriched with duck fat. If you still have room for dessert, order the hot, crisp, and mildly sweet Chinese beignets.	","[
Meal prices

$25 to $50

, 
Useful information

Address 536 E. 5th St., New York 10009
Phone +16468337811
Website: http://www.tuomenyc.com


Driving directions

]","536, East 5th Street, Alphabet City, Manhattan, New York County, NYC, New York, 10009, United States of America",122,37.0,40.72400225,-73.9829651272,0,0,12
Hasaki,210 E. 9th St. 10003, Japanese,"Since the mid-eighties, this local darling has been going strong thanks to its high quality ingredients, skilled kitchen, and excellent value. For under $20, the soba lunch set will warm the heart of any frugal fan of Japanese cuisine. This generous feast features a bowl of green tea noodles in hot, crystal-clear dashi stocked with wilted water spinach and fish cake, accompanied by lean tuna chirashi, yellowtail, and kanpyo. The ten-don, a jumbo shrimp tempura served over rice, is just as enticing. The à la carte offerings draw crowds seeking delish sushi as well as a host of tasty cooked preparations; a Twilight menu is nice for early birds. The dining room has a clean and spare look, with seating available at a number of wood tables or sizable counter.	","[
Meal prices

$25 to $50

, 
Useful information

Address 210 E. 9th St., New York 10003
Phone +12124733327
Website: http://www.hasakinyc.com


Driving directions

]","210, East 9th Street, East Village, Manhattan, New York County, NYC, New York, 10003, United States of America",130,37.0,40.7296626,-73.9888331048,0,0,12
Fedora,239 W. 4th St. 10014, Contemporary,"An ode to the New York old guard, Fedora still attracts the creative, the moneyed and the young. It's a sort of dreamlike supper club where well-crafted cocktails flow into endless conversations, the words absorbed into the crevices of the original carved wooden bar as they have for generations. No longer a renowned literati haunt, Fedora remains an attractive homage to the Village of yore. Tuck your bag and coat into the cubby above the banquette and set off on an adventure in contemporary cuisine, one that mixes barbecue cream with smoked salmon and highlights the distinctive wines of Jura. This builds to the excellent and gargantuan crispy duck with perfectly lacquered skin accented by a date-barbecue sauce that's pure hedonistic inspiration.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Notable cocktail list
Private dining rooms

, 
Useful information

Address 239 W. 4th St., New York 10014
Phone +16464499336
Website: http://www.fedoranyc.com


Driving directions

]","239, West 4th Street, Greenwich Village, Manhattan, New York County, NYC, New York, 10014, United States of America",122,37.0,40.73453425,-74.0028657278,0,0,13
Oiji,"119 1st Ave., New York, NY 10003", Korean,"Headed by a duo of young Korean-born chefs who met at the Culinary Institute of America and put their education to work in the stellar kitchens of Bouley and Gramercy Tavern, Oiji dishes out an updated take on Korean flavors. The intimate dining room is small and moodily lit, with an open kitchen that allows diners to see and hear the action as it takes place. Polished and refined yet familiar, the concise menu of small plates offers an appealing approach. Decadently rich and creamy, the wild sesame soup-a dairy-free sensation-is poured over wild mushrooms, chewy rice cake, and black truffle. Pine smoke-infused mackerel is served with a wedge of lemon and yuzu-soy sauce to brighten the fragrant and oily-rich fish. Of course, the kimchi is not to be missed.	","[
Meal prices

$25 to $50

, 
Useful information

Address 119 First Ave., New York 10003
Phone +16467679050
Website: http://www.oijinyc.com


Driving directions

]","119, 1st Avenue, East Village, Manhattan, New York County, NYC, New York, 10003, United States of America",130,37.0,40.7272718,-73.9858511477,1,0,12
Mary's Fish Camp,"64 Charles St., New York, NY 10014", Seafood,"This West Village seafood shack is much more than just a destination for lobster rolls. Located on an irresistibly cute corner with large windows, Mary's Fish Camp tempts with creative daily specials scrawled on a chalkboard, sweet and briny raw offerings, and nostalgic desserts like hot fudge sundaes. Crowds pack into the curving stainless steel counter while white, lazy fans spin overhead. The summery space offers lots of choice, but the lobster roll should not be overlooked. A toasted bun is overflowing with hunks of tender, sweet meat dressed in the perfect proportion of mayonnaise and lemon juice, with a mountain of shoestring fries on the side. Begin the meal with spicy Key West conch chowder and then end with a slice of Americana-banana cream pie.	","[
Meal prices

$25 to $50

, 
Useful information

Address 64 Charles St., New York 10014
Phone +16464862185
Website: http://www.marysfishcamp.com


Driving directions

]","64, Charles Street, Greenwich Village, Manhattan, New York County, NYC, New York, 10014, United States of America",126,37.0,40.7348029,-74.0032456,0,0,12
Pylos,128 E. 7th St. 10009, Greek,"Restaurateur Christos Valtzoglou has found the winning formula with this longstanding hideaway. Although his Heartbreak and Boukies may be faded memories, Pylos continues to sparkle as brightly as the Aegean Sea on a summer day. Taking its name from the Greek translation of ""made from clay,"" this contemporary taverna features a ceiling canopy of suspended terra-cotta pots dressing up a room with whitewashed walls and lapis-blue insets. Pale-green stemware and stark white crockery are used to serve Greek wines and a menu of rustic home-style cooking. Gigantes are baked in honey-scented tomato-dill sauce; grilled marinated octopus is drizzled with balsamic reduction; and anginares moussaka is a creamy vegetarian take on the classic made with artichokes.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Brunch

, 
Useful information

Address 128 E. 7th St., New York 10009
Phone +12124730220
Website: http://www.pylosrestaurant.com


Driving directions

]","128, East 7th Street, Alphabet City, Manhattan, New York County, NYC, New York, 10009, United States of America",115,37.0,40.72606495,-73.9841489416,0,0,13
Lavagna,545 E. 5th St. 10009, Italian,"The little menu at this neighborhood fixture proves that quality trumps size. Lavagna's kitchen is snug but still manages to make ample use of a wood-burning oven to bake everything from delicate pizette to whole roasted fish. Pastas are always a treat, while other tasty options can include pan-fried smoked scamorza paired with a roasted red pepper crostini, juicy rack of lamb, or a slice of spot-on crostata filled with seasonal fruit and dressed with caramel sauce. Framed mirrors, a pressed-tin ceiling, and candlelight produce a mood that is almost as warm as the genuinely gracious service, which ensures that regulars receive the royal treatment. That said, everyone who steps through these doors feels welcome and well taken care of.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Meals outside
Brunch

, 
Useful information

Address 545 E. 5th St., New York 10009
Phone +12129791005
Website: http://www.lavagnanyc.com


Driving directions

]","545, East 5th Street, Alphabet City, Manhattan, New York County, NYC, New York, 10009, United States of America",120,37.0,40.7240604,-73.9822643,0,0,12
Oda House,"76 Ave. B, New York, NY 10009", Eastern European,"For a taste of something different, this inviting café serves intriguing specialties from Georgia. That country's proximity to Russia, Turkey, and Armenia results in a vibrant and enticingly diverse cuisine that Oda House does proud. A liberal use of fragrant spices, cheese-filled breads, kebabs, and slow-cooked meats typify the kitchen's preparations. Classic dishes include satsivi, boiled chicken served cool in a creamy walnut sauce seasoned with warm spices, accompanied by gomi, hominy grits in a mini cauldron studded with morsels of rich, stretchy sulgani cheese. Balance out the hearty fare with a fresh, perfectly dressed garden salad. The vibe is simple and rustic with pumpkin-stained stucco walls, exposed brick, and wood furnishings.	","[
Meal prices

$25 to $50

, 
Useful information

Address 76 Ave. B, New York 10009
Phone +12123533838
Website: http://www.odahouse.com


Driving directions

]","76, Avenue B, Alphabet City, Manhattan, New York County, NYC, New York, 10009, United States of America",112,37.0,40.7240225,-73.982109,0,0,12
Noreetuh,"128 1st Ave., New York, NY 10009", Fusion,"For a taste of something different, make a beeline to this worthwhile Hawaiian-flavored newcomer. Headed by a trio of Per Se veterans, Noreetuh features an intimate setting of two slender dining rooms adorned with hexagonal mirrors and shelving units used to store bottles from the impressive wine list. Bigeye tuna poke strewn with seaweed, diced macadamia nuts, and pickled jalapeños is just one of the delicious highlights on offer, while plump shrimp seasoned with crushed garlic and arranged over a bed of sticky rice and baby romaine is another fine choice. For dessert, the signature take on bread pudding boasts caramelized slices of custard-soaked King's Hawaiian bread with rum raisins and a knockout scoop of pineapple ice cream.	","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

A particularly interesting wine list

, 
Useful information

Address 128 First Ave., New York 10009
Phone +16468923050
Website: http://www.noreetuh.com


Driving directions

]","128, 1st Avenue, East Village, Manhattan, New York County, NYC, New York, 10009, United States of America",118,37.0,40.72728575,-73.9852353995,0,0,12
