can_rate,image,num_votes,rating,tconst,title,type,year
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MjM1OTAyOV5BMl5BanBnXkFtZTgwMDkwODg4MDE@._V1._CR52,57,915,1388_.jpg', u'width': 915, u'height': 1388}",185765,8.3,tt0070735,The Sting,feature,1973
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTZkZTBhYmUtMTIzNy00YTViLTg1OWItNGUwMmVlN2FjZTVkXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_.jpg', u'width': 1080, u'height': 1600}",453921,8.3,tt0062622,2001: A Space Odyssey,feature,1968
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_.jpg', u'width': 542, u'height': 792}",161538,8.3,tt0045152,Singin' in the Rain,feature,1952
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_.jpg', u'width': 1005, u'height': 1500}",664960,8.3,tt0114709,Toy Story,feature,1995
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTI3NTcwNzEtNDA1MS00ZjE0LThkNDEtMmU4MjVmNTQ1ZDBmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg', u'width': 624, u'height': 900}",101229,8.3,tt0040522,Bicycle Thieves,feature,1948
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg', u'width': 771, u'height': 1161}",73907,8.3,tt0012349,The Kid,feature,1921
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNjAzMzEwYzctNjc1MC00Nzg5LWFmMGItMTgzYmMyNTY2OTQ4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 2082, u'height': 3000}",44097,8.6,tt0476735,My Father and My Son,feature,2005
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg', u'width': 2025, u'height': 3000}",945577,8.3,tt0361748,Inglourious Basterds,feature,2009
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg', u'width': 1026, u'height': 1500}",632547,8.3,tt0208092,Snatch,feature,2000
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZWRlNDdkNzItMzhlZC00YTdmLWIwNjktYjY5NjQ1ZmQ3N2FkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1110, u'height': 1485}",233228,8.4,tt1187043,3 Idiots,feature,2009
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNmNmZjViNTQtNDQ5Mi00MDYzLWI5YWMtNDUyZGNmMGZhNDg4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg', u'width': 520, u'height': 768}",401224,8.3,tt0071853,Monty Python and the Holy Grail,feature,1975
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMDBlYzAwZDktNzM2MS00YzBlLWI4ODQtZTlkNmMxZDc3NGRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 580, u'height': 858}",434320,8.3,tt0119488,L.A. Confidential,feature,1997
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMjIzOTEzMF5BMl5BanBnXkFtZTcwMTUzNTk3NA@@._V1_.jpg', u'width': 682, u'height': 1023}",168262,8.3,tt0059578,For a Few Dollars More,feature,1965
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzOTM4MzEwNl5BMl5BanBnXkFtZTgwMzU1OTc1MDE@._V1_.jpg', u'width': 675, u'height': 1000}",568841,8.3,tt0086250,Scarface,feature,1983
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_.jpg', u'width': 4134, u'height': 5906}",188291,8.3,tt2106476,The Hunt,feature,2012
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BN2YxYmUyZGItZWEzYy00NTA3LThhM2UtZThhNDM5NWYxZGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1792, u'height': 2769}",116472,8.3,tt0053604,The Apartment,feature,1960
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 983, u'height': 1500}",646259,8.3,tt0119217,Good Will Hunting,feature,1997
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MDU5MjQ5NF5BMl5BanBnXkFtZTgwMDM2OTE4MzE@._V1_.jpg', u'width': 1440, u'height': 2048}",109271,8.3,tt0042876,Rashomon,feature,1950
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMzU4NDUwOF5BMl5BanBnXkFtZTcwMTM5MjA5Ng@@._V1_.jpg', u'width': 893, u'height': 1323}",162658,8.4,tt1832382,A Separation,feature,2011
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNDAzNTkyODg1MF5BMl5BanBnXkFtZTgwMDA3NDkwMDE@._V1_.jpg', u'width': 323, u'height': 500}",118751,8.3,tt0017136,Metropolis,feature,1927
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg', u'width': 1500, u'height': 2212}",545256,8.3,tt0097576,Indiana Jones and the Last Crusade,feature,1989
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_.jpg', u'width': 1000, u'height': 1500}",87893,8.3,tt0042192,All About Eve,feature,1950
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZThiZjAzZjgtNDU3MC00YThhLThjYWUtZGRkYjc2ZWZlOTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg', u'width': 799, u'height': 1200}",78387,8.3,tt0055630,Yojimbo,feature,1961
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNTM3OTc0MzM2OV5BMl5BanBnXkFtZTYwNzUwMTI3._V1_.jpg', u'width': 485, u'height': 721}",1036605,8.3,tt0372784,Batman Begins,feature,2005
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_.jpg', u'width': 704, u'height': 1060}",712091,8.3,tt1049413,Up,feature,2009
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1807, u'height': 2800}",185000,8.3,tt0053291,Some Like It Hot,feature,1959
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MzUzOTYwOV5BMl5BanBnXkFtZTgwNDA4MzgyMjE@._V1_.jpg', u'width': 338, u'height': 500}",83550,8.3,tt0040897,The Treasure of the Sierra Madre,feature,1948
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 2100, u'height': 3155}",292838,8.3,tt0105695,Unforgiven,feature,1992
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1OTI1MjE2Nl5BMl5BanBnXkFtZTcwMTEwMzc4NA@@._V1_.jpg', u'width': 1382, u'height': 2048}",261862,8.3,tt0363163,Downfall,feature,2004
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxOTg3OTc5MF5BMl5BanBnXkFtZTcwNzkwNjMwNA@@._V1_.jpg', u'width': 682, u'height': 1023}",247374,8.2,tt0081398,Raging Bull,feature,1980
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzNmY2IwYzAtNDQ1NC00MmI4LThkOTgtZmVhYmExOTVhMWRkXkEyXkFqcGdeQXVyMTk5NDA3Nw@@._V1_.jpg', u'width': 580, u'height': 859}",624294,8.2,tt0095016,Die Hard,feature,1988
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZjQxYmRkMjgtMmZkZi00ZDYyLTk5OTktZWZjZTEzNGZlMWEwXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_.jpg', u'width': 800, u'height': 1193}",120101,8.3,tt0041959,The Third Man,feature,1949
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwZWQ4ZTQtZWU0MS00N2YwLWEzMDItZWFkZWY0MWVjODVhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 580, u'height': 892}",33472,8.4,tt0118849,Children of Heaven,feature,1997
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg', u'width': 1935, u'height': 2850}",453139,8.2,tt0113277,Heat,feature,1995
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2MTQwNDI3Nl5BMl5BanBnXkFtZTcwNDk4MTkzNA@@._V1_.jpg', u'width': 682, u'height': 1023}",175038,8.2,tt0057115,The Great Escape,feature,1963
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYWRkNGJhMmEtMWM3Ni00MDc3LThhMTQtMWI2OTMxYmE5MTZhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg', u'width': 1000, u'height': 1476}",228426,8.2,tt0071315,Chinatown,feature,1974
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@._V1_.jpg', u'width': 689, u'height': 1014}",493420,8.2,tt0457430,Pan's Labyrinth,feature,2006
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMWU4NmM5OTgtODk1MC00NThiLThkNjMtOWM5MGIzYjEyNmY5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg', u'width': 728, u'height': 1024}",45323,8.3,tt0044741,Ikiru,feature,1952
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_.jpg', u'width': 1086, u'height': 1609}",405509,8.2,tt2096673,Inside Out,feature,2015
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NzY5ODQwMV5BMl5BanBnXkFtZTcwNzY1NzcxNw@@._V1_.jpg', u'width': 500, u'height': 690}",188064,8.2,tt0096283,My Neighbor Totoro,feature,1988
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODQyMDAzMTQ3OV5BMl5BanBnXkFtZTgwNjUyMTM2MTE@._V1_.jpg', u'width': 337, u'height': 500}",25371,8.4,tt0060107,Andrei Rublev,feature,1966
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZDBjZTM4ZmEtOTA5ZC00NTQzLTkyNzYtMmUxNGU2YjI5YjU5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg', u'width': 1072, u'height': 1518}",82234,8.2,tt0089881,Ran,feature,1985
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjFiZDg3MDgtOTdiNC00ZGFiLWIyN2ItNDhkNGI5ZThkOTE3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg', u'width': 492, u'height': 755}",107010,8.2,tt0047296,On the Waterfront,feature,1954
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg', u'width': 671, u'height': 918}",72589,8.2,tt0015864,The Gold Rush,feature,1925
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_.jpg', u'width': 972, u'height': 1440}",215688,8.2,tt3170832,Room,feature,2015
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_.jpg', u'width': 889, u'height': 1315}",142277,8.2,tt1305806,The Secret in Their Eyes,feature,2009
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYjE1MzU4NWEtYjhjZS00NzM3LWIyYjQtMWU1M2VkNWYzMzMwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg', u'width': 520, u'height': 770}",158233,8.2,tt0050212,The Bridge on the River Kwai,feature,1957
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZWZlYmEyYTItNGRjYy00ZmMxLWEzMWItM2Q2NjZlNTMwMjQ3XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_.jpg', u'width': 998, u'height': 1500}",487271,8.2,tt0083658,Blade Runner,feature,1982
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_.jpg', u'width': 1578, u'height': 2340}",230490,8.2,tt0347149,Howl's Moving Castle,feature,2004
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg', u'width': 1622, u'height': 2448}",81465,8.2,tt0031679,Mr. Smith Goes to Washington,feature,1939
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BM2I1ZWU4YjMtYzU0My00YmMzLWFmNTAtZDJhZGYwMmI3YWQ5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1600, u'height': 2400}",118580,8.2,tt0050976,The Seventh Seal,feature,1957
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg', u'width': 1600, u'height': 2400}",435700,8.2,tt0120735,"Lock, Stock and Two Smoking Barrels",feature,1998
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNTA3Njk4M15BMl5BanBnXkFtZTcwMzkzMzY3Mw@@._V1_.jpg', u'width': 891, u'height': 1280}",90733,8.2,tt1255953,Incendies,feature,2010
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_.jpg', u'width': 682, u'height': 1023}",47968,8.3,tt0055031,Judgment at Nuremberg,feature,1961
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg', u'width': 800, u'height': 1200}",353550,8.2,tt0112641,Casino,feature,1995
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 1010, u'height': 1500}",653042,8.2,tt0268978,A Beautiful Mind,feature,2001
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 757, u'height': 1129}",171288,8.2,tt0080678,The Elephant Man,feature,1980
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjgwNjI3NTM1MF5BMl5BanBnXkFtZTgwNzY3MTUyMjE@._V1_.jpg', u'width': 342, u'height': 500}",67119,8.2,tt0050986,Wild Strawberries,feature,1957
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_.jpg', u'width': 971, u'height': 1500}",176532,8.2,tt2119532,Hacksaw Ridge,feature,2016
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_.jpg', u'width': 1383, u'height': 2048}",837739,8.2,tt0434409,V for Vendetta,feature,2005
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_.jpg', u'width': 1382, u'height': 2048}",850721,8.2,tt0993846,The Wolf of Wall Street,feature,2013
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_.jpg', u'width': 1328, u'height': 2048}",351468,8.2,tt1291584,Warrior,feature,2011
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODQxMzMyNTY5Nl5BMl5BanBnXkFtZTcwMDMyNTk3OA@@._V1_.jpg', u'width': 262, u'height': 410}",57030,8.2,tt0017925,The General,feature,1926
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOGQ4ZjFmYjktOGNkNS00OWYyLWIyZjgtMGJjM2U1ZTA0ZTlhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg', u'width': 566, u'height': 800}",39694,8.5,tt0116231,The Bandit,feature,1996
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzNzg4MzcxNV5BMl5BanBnXkFtZTgwMTgzNTE0MTE@._V1_.jpg', u'width': 324, u'height': 500}",31869,8.3,tt0018455,Sunrise,feature,1927
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 2025, u'height': 3000}",506780,8.2,tt0117951,Trainspotting,feature,1996
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMTczMTAxMl5BMl5BanBnXkFtZTcwOTc1ODE0Mg@@._V1_.jpg', u'width': 353, u'height': 500}",589915,8.2,tt1205489,Gran Torino,feature,2008
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzODEzMjE1MTJeQTJeQWpwZ15BbWU3MDE3NjQ5Mzk@._V1_.jpg', u'width': 648, u'height': 984}",49602,8.4,tt1280558,A Wednesday,feature,2008
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg', u'width': 998, u'height': 1500}",113863,8.2,tt0046912,Dial M for Murder,feature,1954
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZTFjMjBiYzItNzU5YS00MjdiLWJkOTktNDQ3MTE3ZjY2YTY5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg', u'width': 2100, u'height': 3156}",569942,8.2,tt0118715,The Big Lebowski,feature,1998
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzYmRmZTQtYjk2NS00MDdlLTkxMDAtMTE2YTM2ZmNlMTBkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 2170, u'height': 3200}",245275,8.2,tt0077416,The Deer Hunter,feature,1978
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNzA5MjAwN15BMl5BanBnXkFtZTcwMzY5MzIzMQ@@._V1_.jpg', u'width': 350, u'height': 500}",78601,8.3,tt0405508,Rang De Basanti,feature,2006
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNzY3MzUxOV5BMl5BanBnXkFtZTcwMDA0NjMyNA@@._V1_.jpg', u'width': 682, u'height': 1023}",481089,8.1,tt0116282,Fargo,feature,1996
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYWQwOWVkMGItMDU2Yy00YjIzLWJkMjEtNmVkZjE3MjMwYzEzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1928, u'height': 2954}",226788,8.2,tt0031381,Gone with the Wind,feature,1939
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYmUwN2VjZjAtZjg1Ny00OTk3LTg5MWYtMTA0OGM5Njk5NmQxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1318, u'height': 1872}",30046,8.3,tt0046438,Tokyo Story,feature,1953
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjQxMjk5ODUxMl5BMl5BanBnXkFtZTgwNDI2MjUwMzE@._V1_.jpg', u'width': 1211, u'height': 1748}",28332,8.3,tt0019254,The Passion of Joan of Arc,feature,1928
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg', u'width': 500, u'height': 739}",740660,8.1,tt0167404,The Sixth Sense,feature,1999
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZTAzNWZlNmUtZDEzYi00ZjA5LWIwYjEtZGM1NWE1MjE4YWRhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 2015, u'height': 3000}",740815,8.1,tt0266543,Finding Nemo,feature,2003
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg', u'width': 800, u'height': 1200}",275046,8.2,tt0084787,The Thing,feature,1982
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_.jpg', u'width': 555, u'height': 817}",651948,8.1,tt0477348,No Country for Old Men,feature,2007
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg', u'width': 975, u'height': 1467}",125933,8.2,tt0061512,Cool Hand Luke,feature,1967
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg', u'width': 997, u'height': 1432}",92390,8.2,tt0032976,Rebecca,feature,1940
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_.jpg', u'width': 1119, u'height': 1665}",517147,8.2,tt0892769,How to Train Your Dragon,feature,2010
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDg1Mzg4M15BMl5BanBnXkFtZTYwMDExOTc3._V1_.jpg', u'width': 450, u'height': 702}",777518,8.1,tt0266697,Kill Bill: Vol. 1,feature,2003
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_.jpg', u'width': 510, u'height': 755}",395920,8.1,tt0469494,There Will Be Blood,feature,2007
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NDIyNTA1Nl5BMl5BanBnXkFtZTcwMjc2Njk3OA@@._V1_.jpg', u'width': 351, u'height': 500}",127362,8.2,tt0978762,Mary and Max,feature,2009
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_.jpg', u'width': 450, u'height': 664}",453557,8.1,tt0758758,Into the Wild,feature,2007
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BY2E3NzNlZGYtMGNmMS00ZGUzLThiYWItYjk0MDQ4MmFlZmUzXkEyXkFqcGdeQXVyNTc2MDU0NDE@._V1_.jpg', u'width': 640, u'height': 960}",29186,8.3,tt0091251,Come and See,feature,1985
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_.jpg', u'width': 1390, u'height': 2048}",625389,8.1,tt2267998,Gone Girl,feature,2014
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 863, u'height': 1354}",286812,8.1,tt0079470,Life of Brian,feature,1979
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZmViYmM5OTYtNGQ4Ny00YjQyLThiNjEtYTE4MGZhZTNmZjcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1280, u'height': 1974}",69168,8.2,tt0025316,It Happened One Night,feature,1934
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxMTIyNzMxMV5BMl5BanBnXkFtZTcwOTc4OTI3Mg@@._V1_.jpg', u'width': 501, u'height': 755}",843261,8.1,tt1130884,Shutter Island,feature,2010
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BY2JlMGI1YWQtYjBhMi00NTJiLTgxMzUtMGU4NThlZTAyYmMxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg', u'width': 1000, u'height': 1500}",49368,8.3,tt0374887,Munna Bhai M.B.B.S.,feature,2003
